,,,,,,
Htno,Subcode,Subname,Internals,Grade,Credits,
22MH5A0319,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,23,E,3,
22MH5A0320,R2031031,THERMAL ENGINEERING-II,23,E,3,
22MH5A0320,R2031032,DESIGN OF MACHINE MEMBERS-I,22,D,3,
22MH5A0320,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",26,D,3,
22MH5A0320,R2031034,MACHINE TOOLS LAB,13,A+,1.5,
22MH5A0320,R2031035,THERMAL ENGINEERING LAB,15,A+,1.5,
22MH5A0320,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A+,2,
22MH5A0320,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,27,COMPLE,0,
22MH5A0320,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0320,R203103C,ADVANCED MATERIALS,22,D,3,
22MH5A0320,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,23,D,3,
22MH5A0321,R2031031,THERMAL ENGINEERING-II,26,A,3,
22MH5A0321,R2031032,DESIGN OF MACHINE MEMBERS-I,21,D,3,
22MH5A0321,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",22,C,3,
22MH5A0321,R2031034,MACHINE TOOLS LAB,14,A+,1.5,
22MH5A0321,R2031035,THERMAL ENGINEERING LAB,15,A+,1.5,
22MH5A0321,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A+,2,
22MH5A0321,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,17,COMPLE,0,
22MH5A0321,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0321,R203103C,ADVANCED MATERIALS,23,B,3,
22MH5A0321,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,24,C,3,
22MH5A0322,R2031031,THERMAL ENGINEERING-II,23,C,3,
22MH5A0322,R2031032,DESIGN OF MACHINE MEMBERS-I,22,E,3,
22MH5A0322,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",25,C,3,
22MH5A0322,R2031034,MACHINE TOOLS LAB,14,A+,1.5,
22MH5A0322,R2031035,THERMAL ENGINEERING LAB,15,A+,1.5,
22MH5A0322,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A+,2,
22MH5A0322,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,21,COMPLE,0,
22MH5A0322,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0322,R203103C,ADVANCED MATERIALS,23,B,3,
22MH5A0322,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,24,C,3,
22MH5A0323,R2031031,THERMAL ENGINEERING-II,21,C,3,
22MH5A0323,R2031032,DESIGN OF MACHINE MEMBERS-I,25,D,3,
22MH5A0323,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",22,D,3,
22MH5A0323,R2031034,MACHINE TOOLS LAB,14,A,1.5,
22MH5A0323,R2031035,THERMAL ENGINEERING LAB,14,A,1.5,
22MH5A0323,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A+,2,
22MH5A0323,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,25,COMPLE,0,
22MH5A0323,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0323,R203103C,ADVANCED MATERIALS,22,D,3,
22MH5A0323,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,21,E,3,
22MH5A0324,R2031031,THERMAL ENGINEERING-II,23,B,3,
22MH5A0324,R2031032,DESIGN OF MACHINE MEMBERS-I,19,E,3,
22MH5A0324,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",26,D,3,
22MH5A0324,R2031034,MACHINE TOOLS LAB,14,A+,1.5,
22MH5A0324,R2031035,THERMAL ENGINEERING LAB,15,B,1.5,
22MH5A0324,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A+,2,
22MH5A0324,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,23,COMPLE,0,
22MH5A0324,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0324,R203103C,ADVANCED MATERIALS,22,C,3,
22MH5A0324,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,23,E,3,
22MH5A0325,R2031031,THERMAL ENGINEERING-II,24,D,3,
22MH5A0325,R2031032,DESIGN OF MACHINE MEMBERS-I,21,E,3,
22MH5A0325,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",21,D,3,
22MH5A0325,R2031034,MACHINE TOOLS LAB,14,A+,1.5,
22MH5A0325,R2031035,THERMAL ENGINEERING LAB,15,B,1.5,
22MH5A0325,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A+,2,
22MH5A0325,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,29,COMPLE,0,
22MH5A0325,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0325,R203103C,ADVANCED MATERIALS,21,D,3,
22MH5A0325,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,23,E,3,
22MH5A0326,R2031031,THERMAL ENGINEERING-II,22,E,3,
22MH5A0326,R2031032,DESIGN OF MACHINE MEMBERS-I,22,E,3,
22MH5A0326,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",17,E,3,
22MH5A0326,R2031034,MACHINE TOOLS LAB,10,B,1.5,
22MH5A0326,R2031035,THERMAL ENGINEERING LAB,11,B,1.5,
22MH5A0326,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A,2,
22MH5A0326,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,20,COMPLE,0,
22MH5A0326,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0326,R203103C,ADVANCED MATERIALS,22,E,3,
22MH5A0326,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,23,C,3,
22MH5A0327,R2031031,THERMAL ENGINEERING-II,23,D,3,
22MH5A0327,R2031032,DESIGN OF MACHINE MEMBERS-I,19,E,3,
22MH5A0327,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",25,D,3,
22MH5A0327,R2031034,MACHINE TOOLS LAB,11,A,1.5,
22MH5A0327,R2031035,THERMAL ENGINEERING LAB,12,B,1.5,
22MH5A0327,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A,2,
22MH5A0327,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,20,COMPLE,0,
22MH5A0327,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0327,R203103C,ADVANCED MATERIALS,25,D,3,
22MH5A0327,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,22,D,3,
22MH5A0328,R2031031,THERMAL ENGINEERING-II,17,E,3,
22MH5A0328,R2031032,DESIGN OF MACHINE MEMBERS-I,20,F,0,
22MH5A0328,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",19,E,3,
22MH5A0328,R2031034,MACHINE TOOLS LAB,11,A,1.5,
22MH5A0328,R2031035,THERMAL ENGINEERING LAB,12,A+,1.5,
22MH5A0328,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A,2,
22MH5A0328,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,19,COMPLE,0,
22MH5A0328,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0328,R203103C,ADVANCED MATERIALS,15,E,3,
22MH5A0328,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,21,E,3,
22MH5A0329,R2031031,THERMAL ENGINEERING-II,19,D,3,
22MH5A0329,R2031032,DESIGN OF MACHINE MEMBERS-I,21,D,3,
22MH5A0329,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",22,D,3,
22MH5A0329,R2031034,MACHINE TOOLS LAB,15,A+,1.5,
22MH5A0329,R2031035,THERMAL ENGINEERING LAB,15,A+,1.5,
22MH5A0329,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A+,2,
22MH5A0329,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,17,COMPLE,0,
22MH5A0329,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0329,R203103C,ADVANCED MATERIALS,22,B,3,
22MH5A0329,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,20,C,3,
22MH5A0330,R2031031,THERMAL ENGINEERING-II,23,D,3,
22MH5A0330,R2031032,DESIGN OF MACHINE MEMBERS-I,20,F,0,
22MH5A0330,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",22,D,3,
22MH5A0330,R2031034,MACHINE TOOLS LAB,13,A,1.5,
22MH5A0330,R2031035,THERMAL ENGINEERING LAB,13,A,1.5,
22MH5A0330,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A,2,
22MH5A0330,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,30,COMPLE,0,
22MH5A0330,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0330,R203103C,ADVANCED MATERIALS,22,C,3,
22MH5A0330,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,22,D,3,
22MH5A0331,R2031031,THERMAL ENGINEERING-II,24,B,3,
22MH5A0331,R2031032,DESIGN OF MACHINE MEMBERS-I,20,D,3,
22MH5A0331,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",22,D,3,
22MH5A0331,R2031034,MACHINE TOOLS LAB,14,A+,1.5,
22MH5A0331,R2031035,THERMAL ENGINEERING LAB,15,A,1.5,
22MH5A0331,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A+,2,
22MH5A0331,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,20,COMPLE,0,
22MH5A0331,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0331,R203103C,ADVANCED MATERIALS,22,C,3,
22MH5A0331,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,22,E,3,
22MH5A0332,R2031031,THERMAL ENGINEERING-II,22,C,3,
22MH5A0332,R2031032,DESIGN OF MACHINE MEMBERS-I,22,C,3,
22MH5A0332,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",21,E,3,
22MH5A0332,R2031034,MACHINE TOOLS LAB,13,A+,1.5,
22MH5A0332,R2031035,THERMAL ENGINEERING LAB,14,A+,1.5,
22MH5A0332,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A+,2,
22MH5A0332,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,21,COMPLE,0,
22MH5A0332,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0332,R203103C,ADVANCED MATERIALS,21,D,3,
22MH5A0332,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,21,E,3,
22MH5A0333,R2031031,THERMAL ENGINEERING-II,22,D,3,
22MH5A0333,R2031032,DESIGN OF MACHINE MEMBERS-I,18,F,0,
22MH5A0333,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",21,E,3,
22MH5A0333,R2031034,MACHINE TOOLS LAB,12,A,1.5,
22MH5A0333,R2031035,THERMAL ENGINEERING LAB,13,A,1.5,
22MH5A0333,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A,2,
22MH5A0333,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,15,COMPLE,0,
22MH5A0333,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0333,R203103C,ADVANCED MATERIALS,22,D,3,
22MH5A0333,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,17,E,3,
22MH5A0334,R2031031,THERMAL ENGINEERING-II,22,D,3,
22MH5A0334,R2031032,DESIGN OF MACHINE MEMBERS-I,20,E,3,
22MH5A0334,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",24,D,3,
22MH5A0334,R2031034,MACHINE TOOLS LAB,13,A+,1.5,
22MH5A0334,R2031035,THERMAL ENGINEERING LAB,14,A,1.5,
22MH5A0334,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A+,2,
22MH5A0334,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,15,COMPLE,0,
22MH5A0334,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0334,R203103C,ADVANCED MATERIALS,26,B,3,
22MH5A0334,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,23,D,3,
22MH5A0335,R2031031,THERMAL ENGINEERING-II,21,F,0,
22MH5A0335,R2031032,DESIGN OF MACHINE MEMBERS-I,18,E,3,
22MH5A0335,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",19,E,3,
22MH5A0335,R2031034,MACHINE TOOLS LAB,13,A+,1.5,
22MH5A0335,R2031035,THERMAL ENGINEERING LAB,14,B,1.5,
22MH5A0335,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A+,2,
22MH5A0335,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,22,COMPLE,0,
22MH5A0335,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0335,R203103C,ADVANCED MATERIALS,20,C,3,
22MH5A0335,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,17,E,3,
22MH5A0336,R2031031,THERMAL ENGINEERING-II,23,B,3,
22MH5A0336,R2031032,DESIGN OF MACHINE MEMBERS-I,20,E,3,
22MH5A0336,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",22,D,3,
22MH5A0336,R2031034,MACHINE TOOLS LAB,13,A+,1.5,
22MH5A0336,R2031035,THERMAL ENGINEERING LAB,15,B,1.5,
22MH5A0336,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A+,2,
22MH5A0336,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,29,COMPLE,0,
22MH5A0336,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0336,R203103C,ADVANCED MATERIALS,22,C,3,
22MH5A0336,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,22,D,3,
22MH5A0337,R2031031,THERMAL ENGINEERING-II,22,C,3,
22MH5A0337,R2031032,DESIGN OF MACHINE MEMBERS-I,22,E,3,
22MH5A0337,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",25,B,3,
22MH5A0337,R2031034,MACHINE TOOLS LAB,13,A,1.5,
22MH5A0337,R2031035,THERMAL ENGINEERING LAB,15,A,1.5,
22MH5A0337,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A+,2,
22MH5A0337,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,18,COMPLE,0,
22MH5A0337,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0337,R203103C,ADVANCED MATERIALS,22,C,3,
22MH5A0337,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,26,C,3,
22MH5A0338,R2031031,THERMAL ENGINEERING-II,16,E,3,
22MH5A0338,R2031032,DESIGN OF MACHINE MEMBERS-I,20,F,0,
22MH5A0338,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",18,E,3,
22MH5A0338,R2031034,MACHINE TOOLS LAB,9,C,1.5,
22MH5A0338,R2031035,THERMAL ENGINEERING LAB,9,F,0,
22MH5A0338,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,ABSENT,0,
22MH5A0338,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,19,COMPLE,0,
22MH5A0338,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0338,R203103C,ADVANCED MATERIALS,12,D,3,
22MH5A0338,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,12,E,3,
22MH5A0339,R2031031,THERMAL ENGINEERING-II,22,C,3,
22MH5A0339,R2031032,DESIGN OF MACHINE MEMBERS-I,19,E,3,
22MH5A0339,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",23,D,3,
22MH5A0339,R2031034,MACHINE TOOLS LAB,13,A,1.5,
22MH5A0339,R2031035,THERMAL ENGINEERING LAB,14,A+,1.5,
22MH5A0339,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A+,2,
22MH5A0339,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,19,COMPLE,0,
22MH5A0339,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0339,R203103C,ADVANCED MATERIALS,19,D,3,
22MH5A0339,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,21,D,3,
22MH5A0340,R2031031,THERMAL ENGINEERING-II,22,F,0,
22MH5A0340,R2031032,DESIGN OF MACHINE MEMBERS-I,18,E,3,
22MH5A0340,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",19,E,3,
22MH5A0340,R2031034,MACHINE TOOLS LAB,12,A,1.5,
22MH5A0340,R2031035,THERMAL ENGINEERING LAB,13,A+,1.5,
22MH5A0340,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A,2,
22MH5A0340,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,20,COMPLE,0,
22MH5A0340,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0340,R203103C,ADVANCED MATERIALS,21,C,3,
22MH5A0340,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,22,E,3,
22MH5A0341,R2031031,THERMAL ENGINEERING-II,19,D,3,
22MH5A0341,R2031032,DESIGN OF MACHINE MEMBERS-I,20,E,3,
22MH5A0341,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",19,D,3,
22MH5A0341,R2031034,MACHINE TOOLS LAB,12,A,1.5,
22MH5A0341,R2031035,THERMAL ENGINEERING LAB,13,C,1.5,
22MH5A0341,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A,2,
22MH5A0341,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,29,COMPLE,0,
22MH5A0341,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0341,R203103C,ADVANCED MATERIALS,17,F,0,
22MH5A0341,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,17,E,3,
22MH5A0342,R2031031,THERMAL ENGINEERING-II,20,E,3,
22MH5A0342,R2031032,DESIGN OF MACHINE MEMBERS-I,15,F,0,
22MH5A0342,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",17,F,0,
22MH5A0342,R2031034,MACHINE TOOLS LAB,9,D,1.5,
22MH5A0342,R2031035,THERMAL ENGINEERING LAB,8,E,1.5,
22MH5A0342,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A,2,
22MH5A0342,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,18,COMPLE,0,
22MH5A0342,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0342,R203103C,ADVANCED MATERIALS,19,D,3,
22MH5A0342,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,21,E,3,
22MH5A0343,R2031031,THERMAL ENGINEERING-II,24,F,0,
22MH5A0343,R2031032,DESIGN OF MACHINE MEMBERS-I,22,E,3,
22MH5A0343,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",24,D,3,
22MH5A0343,R2031034,MACHINE TOOLS LAB,13,A+,1.5,
22MH5A0343,R2031035,THERMAL ENGINEERING LAB,14,A+,1.5,
22MH5A0343,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A+,2,
22MH5A0343,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,29,COMPLE,0,
22MH5A0343,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0343,R203103C,ADVANCED MATERIALS,23,C,3,
22MH5A0343,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,22,E,3,
22MH5A0344,R2031031,THERMAL ENGINEERING-II,25,C,3,
22MH5A0344,R2031032,DESIGN OF MACHINE MEMBERS-I,21,D,3,
22MH5A0344,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",23,D,3,
22MH5A0344,R2031034,MACHINE TOOLS LAB,13,A+,1.5,
22MH5A0344,R2031035,THERMAL ENGINEERING LAB,14,A+,1.5,
22MH5A0344,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A+,2,
22MH5A0344,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,19,COMPLE,0,
22MH5A0344,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0344,R203103C,ADVANCED MATERIALS,21,C,3,
22MH5A0344,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,23,C,3,
22MH5A0345,R2031031,THERMAL ENGINEERING-II,24,D,3,
22MH5A0345,R2031032,DESIGN OF MACHINE MEMBERS-I,21,E,3,
22MH5A0345,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",22,D,3,
22MH5A0345,R2031034,MACHINE TOOLS LAB,10,A,1.5,
22MH5A0345,R2031035,THERMAL ENGINEERING LAB,11,B,1.5,
22MH5A0345,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A+,2,
22MH5A0345,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,29,COMPLE,0,
22MH5A0345,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0345,R203103C,ADVANCED MATERIALS,22,E,3,
22MH5A0345,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,22,D,3,
22MH5A0346,R2031031,THERMAL ENGINEERING-II,24,D,3,
22MH5A0346,R2031032,DESIGN OF MACHINE MEMBERS-I,20,F,0,
22MH5A0346,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",20,E,3,
22MH5A0346,R2031034,MACHINE TOOLS LAB,10,B,1.5,
22MH5A0346,R2031035,THERMAL ENGINEERING LAB,12,A,1.5,
22MH5A0346,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A,2,
22MH5A0346,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,20,COMPLE,0,
22MH5A0346,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0346,R203103C,ADVANCED MATERIALS,18,E,3,
22MH5A0346,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,18,E,3,
22MH5A0347,R2031031,THERMAL ENGINEERING-II,23,D,3,
22MH5A0347,R2031032,DESIGN OF MACHINE MEMBERS-I,21,C,3,
22MH5A0347,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",21,E,3,
22MH5A0347,R2031034,MACHINE TOOLS LAB,11,B,1.5,
22MH5A0347,R2031035,THERMAL ENGINEERING LAB,9,D,1.5,
22MH5A0347,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A,2,
22MH5A0347,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,15,COMPLE,0,
22MH5A0347,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0347,R203103C,ADVANCED MATERIALS,22,C,3,
22MH5A0347,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,19,E,3,
22MH5A0348,R2031031,THERMAL ENGINEERING-II,25,C,3,
22MH5A0348,R2031032,DESIGN OF MACHINE MEMBERS-I,21,D,3,
22MH5A0348,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",22,C,3,
22MH5A0348,R2031034,MACHINE TOOLS LAB,15,A+,1.5,
22MH5A0348,R2031035,THERMAL ENGINEERING LAB,14,A+,1.5,
22MH5A0348,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A+,2,
22MH5A0348,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,22,COMPLE,0,
22MH5A0348,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0348,R203103C,ADVANCED MATERIALS,23,C,3,
22MH5A0348,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,26,D,3,
22MH5A0349,R2031031,THERMAL ENGINEERING-II,23,D,3,
22MH5A0349,R2031032,DESIGN OF MACHINE MEMBERS-I,20,E,3,
22MH5A0349,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",20,C,3,
22MH5A0349,R2031034,MACHINE TOOLS LAB,14,A+,1.5,
22MH5A0349,R2031035,THERMAL ENGINEERING LAB,9,A,1.5,
22MH5A0349,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A,2,
22MH5A0349,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,15,COMPLE,0,
22MH5A0349,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0349,R203103C,ADVANCED MATERIALS,21,D,3,
22MH5A0349,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,16,E,3,
22MH5A0350,R2031031,THERMAL ENGINEERING-II,22,D,3,
22MH5A0350,R2031032,DESIGN OF MACHINE MEMBERS-I,19,E,3,
22MH5A0350,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",20,D,3,
22MH5A0350,R2031034,MACHINE TOOLS LAB,14,A+,1.5,
22MH5A0350,R2031035,THERMAL ENGINEERING LAB,12,A,1.5,
22MH5A0350,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,C,2,
22MH5A0350,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,15,COMPLE,0,
22MH5A0350,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0350,R203103C,ADVANCED MATERIALS,20,C,3,
22MH5A0350,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,20,E,3,
22MH5A0351,R2031031,THERMAL ENGINEERING-II,23,D,3,
22MH5A0351,R2031032,DESIGN OF MACHINE MEMBERS-I,20,D,3,
22MH5A0351,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",24,E,3,
22MH5A0351,R2031034,MACHINE TOOLS LAB,15,A+,1.5,
22MH5A0351,R2031035,THERMAL ENGINEERING LAB,15,A+,1.5,
22MH5A0351,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A+,2,
22MH5A0351,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,15,COMPLE,0,
22MH5A0351,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0351,R203103C,ADVANCED MATERIALS,22,B,3,
22MH5A0351,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,21,D,3,
22MH5A0352,R2031031,THERMAL ENGINEERING-II,22,D,3,
22MH5A0352,R2031032,DESIGN OF MACHINE MEMBERS-I,21,D,3,
22MH5A0352,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",18,E,3,
22MH5A0352,R2031034,MACHINE TOOLS LAB,14,A+,1.5,
22MH5A0352,R2031035,THERMAL ENGINEERING LAB,13,A,1.5,
22MH5A0352,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A+,2,
22MH5A0352,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,15,COMPLE,0,
22MH5A0352,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0352,R203103C,ADVANCED MATERIALS,23,D,3,
22MH5A0352,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,21,E,3,
22MH5A0353,R2031031,THERMAL ENGINEERING-II,23,E,3,
22MH5A0353,R2031032,DESIGN OF MACHINE MEMBERS-I,21,F,0,
