,,,,,,
Htno,Subcode,Subname,Internals,Grade,Credits,
22MH5A0353,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",21,E,3,
22MH5A0353,R2031034,MACHINE TOOLS LAB,11,A,1.5,
22MH5A0353,R2031035,THERMAL ENGINEERING LAB,12,B,1.5,
22MH5A0353,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A,2,
22MH5A0353,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,20,COMPLE,0,
22MH5A0353,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0353,R203103C,ADVANCED MATERIALS,20,D,3,
22MH5A0353,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,19,E,3,
22MH5A0354,R2031031,THERMAL ENGINEERING-II,21,D,3,
22MH5A0354,R2031032,DESIGN OF MACHINE MEMBERS-I,20,F,0,
22MH5A0354,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",23,E,3,
22MH5A0354,R2031034,MACHINE TOOLS LAB,14,A+,1.5,
22MH5A0354,R2031035,THERMAL ENGINEERING LAB,14,A+,1.5,
22MH5A0354,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A,2,
22MH5A0354,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,21,COMPLE,0,
22MH5A0354,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0354,R203103C,ADVANCED MATERIALS,23,C,3,
22MH5A0354,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,21,E,3,
22MH5A0355,R2031031,THERMAL ENGINEERING-II,23,F,0,
22MH5A0355,R2031032,DESIGN OF MACHINE MEMBERS-I,18,F,0,
22MH5A0355,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",21,F,0,
22MH5A0355,R2031034,MACHINE TOOLS LAB,13,A,1.5,
22MH5A0355,R2031035,THERMAL ENGINEERING LAB,8,C,1.5,
22MH5A0355,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,C,2,
22MH5A0355,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,20,COMPLE,0,
22MH5A0355,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0355,R203103C,ADVANCED MATERIALS,20,D,3,
22MH5A0355,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,20,F,0,
22MH5A0356,R2031031,THERMAL ENGINEERING-II,22,E,3,
22MH5A0356,R2031032,DESIGN OF MACHINE MEMBERS-I,22,D,3,
22MH5A0356,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",22,E,3,
22MH5A0356,R2031034,MACHINE TOOLS LAB,14,A+,1.5,
22MH5A0356,R2031035,THERMAL ENGINEERING LAB,13,A,1.5,
22MH5A0356,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,B,2,
22MH5A0356,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,15,COMPLE,0,
22MH5A0356,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0356,R203103C,ADVANCED MATERIALS,25,D,3,
22MH5A0356,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,24,E,3,
22MH5A0357,R2031031,THERMAL ENGINEERING-II,24,D,3,
22MH5A0357,R2031032,DESIGN OF MACHINE MEMBERS-I,21,F,0,
22MH5A0357,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",18,E,3,
22MH5A0357,R2031034,MACHINE TOOLS LAB,13,A,1.5,
22MH5A0357,R2031035,THERMAL ENGINEERING LAB,11,B,1.5,
22MH5A0357,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A,2,
22MH5A0357,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,15,COMPLE,0,
22MH5A0357,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0357,R203103C,ADVANCED MATERIALS,19,D,3,
22MH5A0357,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,17,E,3,
22MH5A0358,R2031031,THERMAL ENGINEERING-II,24,D,3,
22MH5A0358,R2031032,DESIGN OF MACHINE MEMBERS-I,22,F,0,
22MH5A0358,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",19,E,3,
22MH5A0358,R2031034,MACHINE TOOLS LAB,13,A,1.5,
22MH5A0358,R2031035,THERMAL ENGINEERING LAB,8,B,1.5,
22MH5A0358,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,C,2,
22MH5A0358,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,15,COMPLE,0,
22MH5A0358,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0358,R203103C,ADVANCED MATERIALS,21,C,3,
22MH5A0358,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,20,D,3,
22MH5A0359,R2031031,THERMAL ENGINEERING-II,21,F,0,
22MH5A0359,R2031032,DESIGN OF MACHINE MEMBERS-I,20,F,0,
22MH5A0359,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",21,F,0,
22MH5A0359,R2031034,MACHINE TOOLS LAB,11,B,1.5,
22MH5A0359,R2031035,THERMAL ENGINEERING LAB,11,B,1.5,
22MH5A0359,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A,2,
22MH5A0359,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,15,COMPLE,0,
22MH5A0359,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0359,R203103C,ADVANCED MATERIALS,21,F,0,
22MH5A0359,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,18,F,0,
22MH5A0360,R2031031,THERMAL ENGINEERING-II,22,E,3,
22MH5A0360,R2031032,DESIGN OF MACHINE MEMBERS-I,23,D,3,
22MH5A0360,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",18,E,3,
22MH5A0360,R2031034,MACHINE TOOLS LAB,14,A+,1.5,
22MH5A0360,R2031035,THERMAL ENGINEERING LAB,11,C,1.5,
22MH5A0360,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A+,2,
22MH5A0360,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,20,COMPLE,0,
22MH5A0360,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0360,R203103C,ADVANCED MATERIALS,21,C,3,
22MH5A0360,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,23,E,3,
22MH5A0361,R2031031,THERMAL ENGINEERING-II,23,C,3,
22MH5A0361,R2031032,DESIGN OF MACHINE MEMBERS-I,21,E,3,
22MH5A0361,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",20,D,3,
22MH5A0361,R2031034,MACHINE TOOLS LAB,14,A,1.5,
22MH5A0361,R2031035,THERMAL ENGINEERING LAB,11,C,1.5,
22MH5A0361,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A,2,
22MH5A0361,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,15,COMPLE,0,
22MH5A0361,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0361,R203103C,ADVANCED MATERIALS,22,C,3,
22MH5A0361,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,21,E,3,
22MH5A0362,R2031031,THERMAL ENGINEERING-II,20,F,0,
22MH5A0362,R2031032,DESIGN OF MACHINE MEMBERS-I,21,F,0,
22MH5A0362,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",18,E,3,
22MH5A0362,R2031034,MACHINE TOOLS LAB,10,C,1.5,
22MH5A0362,R2031035,THERMAL ENGINEERING LAB,8,E,1.5,
22MH5A0362,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,C,2,
22MH5A0362,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,20,COMPLE,0,
22MH5A0362,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0362,R203103C,ADVANCED MATERIALS,22,E,3,
22MH5A0362,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,18,F,0,
22MH5A0363,R2031031,THERMAL ENGINEERING-II,25,C,3,
22MH5A0363,R2031032,DESIGN OF MACHINE MEMBERS-I,23,C,3,
22MH5A0363,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",23,E,3,
22MH5A0363,R2031034,MACHINE TOOLS LAB,15,A+,1.5,
22MH5A0363,R2031035,THERMAL ENGINEERING LAB,12,A,1.5,
22MH5A0363,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A+,2,
22MH5A0363,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,15,COMPLE,0,
22MH5A0363,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0363,R203103C,ADVANCED MATERIALS,24,C,3,
22MH5A0363,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,26,C,3,
22MH5A0364,R2031031,THERMAL ENGINEERING-II,21,D,3,
22MH5A0364,R2031032,DESIGN OF MACHINE MEMBERS-I,24,D,3,
22MH5A0364,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",22,D,3,
22MH5A0364,R2031034,MACHINE TOOLS LAB,14,A+,1.5,
22MH5A0364,R2031035,THERMAL ENGINEERING LAB,13,A+,1.5,
22MH5A0364,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A,2,
22MH5A0364,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,15,COMPLE,0,
22MH5A0364,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0364,R203103C,ADVANCED MATERIALS,24,C,3,
22MH5A0364,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,23,D,3,
22MH5A0365,R2031031,THERMAL ENGINEERING-II,23,D,3,
22MH5A0365,R2031032,DESIGN OF MACHINE MEMBERS-I,25,F,0,
22MH5A0365,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",23,E,3,
22MH5A0365,R2031034,MACHINE TOOLS LAB,14,A+,1.5,
22MH5A0365,R2031035,THERMAL ENGINEERING LAB,8,D,1.5,
22MH5A0365,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,B,2,
22MH5A0365,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,15,COMPLE,0,
22MH5A0365,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0365,R203103C,ADVANCED MATERIALS,25,D,3,
22MH5A0365,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,25,E,3,
22MH5A0366,R2031031,THERMAL ENGINEERING-II,20,E,3,
22MH5A0366,R2031032,DESIGN OF MACHINE MEMBERS-I,21,F,0,
22MH5A0366,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",20,E,3,
22MH5A0366,R2031034,MACHINE TOOLS LAB,13,A,1.5,
22MH5A0366,R2031035,THERMAL ENGINEERING LAB,13,A+,1.5,
22MH5A0366,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A,2,
22MH5A0366,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,15,COMPLE,0,
22MH5A0366,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0366,R203103C,ADVANCED MATERIALS,24,D,3,
22MH5A0366,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,21,E,3,
22MH5A0367,R2031031,THERMAL ENGINEERING-II,23,C,3,
22MH5A0367,R2031032,DESIGN OF MACHINE MEMBERS-I,22,C,3,
22MH5A0367,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",22,D,3,
22MH5A0367,R2031034,MACHINE TOOLS LAB,14,A+,1.5,
22MH5A0367,R2031035,THERMAL ENGINEERING LAB,13,A,1.5,
22MH5A0367,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A+,2,
22MH5A0367,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,15,COMPLE,0,
22MH5A0367,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0367,R203103C,ADVANCED MATERIALS,23,B,3,
22MH5A0367,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,23,D,3,
22MH5A0368,R2031031,THERMAL ENGINEERING-II,23,C,3,
22MH5A0368,R2031032,DESIGN OF MACHINE MEMBERS-I,21,D,3,
22MH5A0368,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",19,D,3,
22MH5A0368,R2031034,MACHINE TOOLS LAB,14,A+,1.5,
22MH5A0368,R2031035,THERMAL ENGINEERING LAB,12,A,1.5,
22MH5A0368,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A,2,
22MH5A0368,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,23,COMPLE,0,
22MH5A0368,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0368,R203103C,ADVANCED MATERIALS,25,C,3,
22MH5A0368,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,23,D,3,
22MH5A0370,R2031031,THERMAL ENGINEERING-II,26,B,3,
22MH5A0370,R2031032,DESIGN OF MACHINE MEMBERS-I,24,D,3,
22MH5A0370,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",27,C,3,
22MH5A0370,R2031034,MACHINE TOOLS LAB,15,A+,1.5,
22MH5A0370,R2031035,THERMAL ENGINEERING LAB,13,A,1.5,
22MH5A0370,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A,2,
22MH5A0370,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,20,COMPLE,0,
22MH5A0370,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0370,R203103C,ADVANCED MATERIALS,21,D,3,
22MH5A0370,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,24,F,0,
22MH5A0371,R2031031,THERMAL ENGINEERING-II,22,D,3,
22MH5A0371,R2031032,DESIGN OF MACHINE MEMBERS-I,16,E,3,
22MH5A0371,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",17,E,3,
22MH5A0371,R2031034,MACHINE TOOLS LAB,12,C,1.5,
22MH5A0371,R2031035,THERMAL ENGINEERING LAB,10,C,1.5,
22MH5A0371,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,B,2,
22MH5A0371,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,15,COMPLE,0,
22MH5A0371,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0371,R203103C,ADVANCED MATERIALS,19,E,3,
22MH5A0371,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,20,E,3,
22MH5A0372,R2031031,THERMAL ENGINEERING-II,24,D,3,
22MH5A0372,R2031032,DESIGN OF MACHINE MEMBERS-I,20,F,0,
22MH5A0372,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",19,E,3,
22MH5A0372,R2031034,MACHINE TOOLS LAB,10,C,1.5,
22MH5A0372,R2031035,THERMAL ENGINEERING LAB,8,B,1.5,
22MH5A0372,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,B,2,
22MH5A0372,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,15,COMPLE,0,
22MH5A0372,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0372,R203103C,ADVANCED MATERIALS,20,E,3,
22MH5A0372,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,18,E,3,
22MH5A0373,R2031031,THERMAL ENGINEERING-II,21,F,0,
22MH5A0373,R2031032,DESIGN OF MACHINE MEMBERS-I,21,F,0,
22MH5A0373,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",17,F,0,
22MH5A0373,R2031034,MACHINE TOOLS LAB,10,C,1.5,
22MH5A0373,R2031035,THERMAL ENGINEERING LAB,8,F,0,
22MH5A0373,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,C,2,
22MH5A0373,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,15,COMPLE,0,
22MH5A0373,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0373,R203103C,ADVANCED MATERIALS,19,E,3,
22MH5A0373,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,16,F,0,
22MH5A0374,R2031031,THERMAL ENGINEERING-II,21,C,3,
22MH5A0374,R2031032,DESIGN OF MACHINE MEMBERS-I,21,E,3,
22MH5A0374,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",21,C,3,
22MH5A0374,R2031034,MACHINE TOOLS LAB,15,A+,1.5,
22MH5A0374,R2031035,THERMAL ENGINEERING LAB,10,B,1.5,
22MH5A0374,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A,2,
22MH5A0374,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,15,COMPLE,0,
22MH5A0374,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0374,R203103C,ADVANCED MATERIALS,21,C,3,
22MH5A0374,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,20,E,3,
22MH5A0375,R2031031,THERMAL ENGINEERING-II,23,F,0,
22MH5A0375,R2031032,DESIGN OF MACHINE MEMBERS-I,22,F,0,
22MH5A0375,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",23,D,3,
22MH5A0375,R2031034,MACHINE TOOLS LAB,14,A+,1.5,
22MH5A0375,R2031035,THERMAL ENGINEERING LAB,13,C,1.5,
22MH5A0375,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,B,2,
22MH5A0375,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,15,COMPLE,0,
22MH5A0375,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0375,R203103C,ADVANCED MATERIALS,21,E,3,
22MH5A0375,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,22,E,3,
22MH5A0376,R2031031,THERMAL ENGINEERING-II,23,B,3,
22MH5A0376,R2031032,DESIGN OF MACHINE MEMBERS-I,22,D,3,
22MH5A0376,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",20,E,3,
22MH5A0376,R2031034,MACHINE TOOLS LAB,13,A,1.5,
22MH5A0376,R2031035,THERMAL ENGINEERING LAB,11,A,1.5,
22MH5A0376,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A+,2,
22MH5A0376,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,24,COMPLE,0,
22MH5A0376,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0376,R203103C,ADVANCED MATERIALS,23,C,3,
22MH5A0376,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,20,D,3,
22MH5A0377,R2031031,THERMAL ENGINEERING-II,23,F,0,
22MH5A0377,R2031032,DESIGN OF MACHINE MEMBERS-I,21,D,3,
22MH5A0377,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",23,E,3,
22MH5A0377,R2031034,MACHINE TOOLS LAB,14,A+,1.5,
22MH5A0377,R2031035,THERMAL ENGINEERING LAB,14,A+,1.5,
22MH5A0377,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A,2,
22MH5A0377,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,20,COMPLE,0,
22MH5A0377,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0377,R203103C,ADVANCED MATERIALS,22,D,3,
22MH5A0377,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,24,E,3,
22MH5A0378,R2031031,THERMAL ENGINEERING-II,19,E,3,
22MH5A0378,R2031032,DESIGN OF MACHINE MEMBERS-I,22,F,0,
22MH5A0378,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",18,F,0,
22MH5A0378,R2031034,MACHINE TOOLS LAB,10,C,1.5,
22MH5A0378,R2031035,THERMAL ENGINEERING LAB,8,D,1.5,
22MH5A0378,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,B,2,
22MH5A0378,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,23,COMPLE,0,
22MH5A0378,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0378,R203103C,ADVANCED MATERIALS,22,F,0,
22MH5A0378,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,19,F,0,
22MH5A0379,R2031031,THERMAL ENGINEERING-II,22,F,0,
22MH5A0379,R2031032,DESIGN OF MACHINE MEMBERS-I,22,D,3,
22MH5A0379,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",19,E,3,
22MH5A0379,R2031034,MACHINE TOOLS LAB,15,A+,1.5,
22MH5A0379,R2031035,THERMAL ENGINEERING LAB,13,A+,1.5,
22MH5A0379,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A+,2,
22MH5A0379,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,25,COMPLE,0,
22MH5A0379,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0379,R203103C,ADVANCED MATERIALS,23,C,3,
22MH5A0379,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,22,D,3,
22MH5A0380,R2031031,THERMAL ENGINEERING-II,24,D,3,
22MH5A0380,R2031032,DESIGN OF MACHINE MEMBERS-I,20,E,3,
22MH5A0380,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",21,E,3,
22MH5A0380,R2031034,MACHINE TOOLS LAB,13,A,1.5,
22MH5A0380,R2031035,THERMAL ENGINEERING LAB,8,D,1.5,
22MH5A0380,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,B,2,
22MH5A0380,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,24,COMPLE,0,
22MH5A0380,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0380,R203103C,ADVANCED MATERIALS,23,E,3,
22MH5A0380,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,18,E,3,
22MH5A0381,R2031031,THERMAL ENGINEERING-II,24,C,3,
22MH5A0381,R2031032,DESIGN OF MACHINE MEMBERS-I,21,C,3,
22MH5A0381,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",23,D,3,
22MH5A0381,R2031034,MACHINE TOOLS LAB,15,A+,1.5,
22MH5A0381,R2031035,THERMAL ENGINEERING LAB,12,A,1.5,
22MH5A0381,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A+,2,
22MH5A0381,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,29,COMPLE,0,
22MH5A0381,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0381,R203103C,ADVANCED MATERIALS,22,C,3,
22MH5A0381,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,22,D,3,
22MH5A0382,R2031031,THERMAL ENGINEERING-II,19,D,3,
22MH5A0382,R2031032,DESIGN OF MACHINE MEMBERS-I,21,F,0,
22MH5A0382,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",23,D,3,
22MH5A0382,R2031034,MACHINE TOOLS LAB,14,A+,1.5,
22MH5A0382,R2031035,THERMAL ENGINEERING LAB,12,A,1.5,
22MH5A0382,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A+,2,
22MH5A0382,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,16,COMPLE,0,
22MH5A0382,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0382,R203103C,ADVANCED MATERIALS,19,D,3,
22MH5A0382,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,20,E,3,
22MH5A0383,R2031031,THERMAL ENGINEERING-II,19,D,3,
22MH5A0383,R2031032,DESIGN OF MACHINE MEMBERS-I,22,F,0,
22MH5A0383,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",23,D,3,
22MH5A0383,R2031034,MACHINE TOOLS LAB,14,A,1.5,
22MH5A0383,R2031035,THERMAL ENGINEERING LAB,12,A,1.5,
22MH5A0383,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A+,2,
22MH5A0383,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,16,COMPLE,0,
22MH5A0383,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0383,R203103C,ADVANCED MATERIALS,23,D,3,
22MH5A0383,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,21,D,3,
22MH5A0384,R2031031,THERMAL ENGINEERING-II,23,D,3,
22MH5A0384,R2031032,DESIGN OF MACHINE MEMBERS-I,22,D,3,
22MH5A0384,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",20,E,3,
22MH5A0384,R2031034,MACHINE TOOLS LAB,14,A,1.5,
22MH5A0384,R2031035,THERMAL ENGINEERING LAB,10,B,1.5,
22MH5A0384,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A,2,
22MH5A0384,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,18,COMPLE,0,
22MH5A0384,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0384,R203103C,ADVANCED MATERIALS,20,D,3,
22MH5A0384,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,20,E,3,
22MH5A0385,R2031031,THERMAL ENGINEERING-II,24,C,3,
22MH5A0385,R2031032,DESIGN OF MACHINE MEMBERS-I,21,D,3,
22MH5A0385,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",23,C,3,
22MH5A0385,R2031034,MACHINE TOOLS LAB,14,A+,1.5,
22MH5A0385,R2031035,THERMAL ENGINEERING LAB,13,A+,1.5,
22MH5A0385,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A+,2,
22MH5A0385,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,20,COMPLE,0,
22MH5A0385,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0385,R203103C,ADVANCED MATERIALS,26,D,3,
22MH5A0385,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,23,D,3,
22MH5A0386,R2031031,THERMAL ENGINEERING-II,24,B,3,
22MH5A0386,R2031032,DESIGN OF MACHINE MEMBERS-I,25,D,3,
22MH5A0386,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",24,B,3,
22MH5A0386,R2031034,MACHINE TOOLS LAB,15,A+,1.5,
22MH5A0386,R2031035,THERMAL ENGINEERING LAB,11,B,1.5,
22MH5A0386,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A+,2,
22MH5A0386,R2031037,PROFESSIONAL ETHICS AND HUMAN VALUES,23,COMPLE,0,
22MH5A0386,R2031038,EVALUATION OF SUMMER INTERNSHIP WHICH IS,0,A+,1.5,
22MH5A0386,R203103C,ADVANCED MATERIALS,23,C,3,
22MH5A0386,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,24,E,3,
22MH5A0387,R2031031,THERMAL ENGINEERING-II,25,C,3,
22MH5A0387,R2031032,DESIGN OF MACHINE MEMBERS-I,22,E,3,
22MH5A0387,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",25,D,3,
22MH5A0387,R2031034,MACHINE TOOLS LAB,15,A+,1.5,
22MH5A0387,R2031035,THERMAL ENGINEERING LAB,11,B,1.5,
22MH5A0387,R2031036,ADVANCED COMMUNICATION SKILLS LAB,0,A+,2,
