JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY KAKINADA,,,,,
"Result of I B.Tech II Semester (R19/R20) Regular/Supplementary Examinations, August-2022",,,,,
,College name: ADITYA COLLEGE OF ENGINEERING & TECHNOLOGY:P3,,,,
-----------------------------------------------------------------------------------------------------------------------,,,,,
Htno,Subcode,Subname,Internals,Grade,Credits
21P31A0520,R201241,DATA STRUCTURES LABORATORY,12,A,1.5
21P31A0520,R201250,PYTHON PROGRAMMING LABORATORY,14,A+,1.5
21P31A0521,R201201,MATHEMATICS-II,21,A,3
21P31A0521,R201215,APPLIED CHEMISTRY,19,B,3
21P31A0521,R201216,COMPUTER ORGANIZATION,17,D,3
21P31A0521,R201218,DATA STRUCTURES,22,D,3
21P31A0521,R201225,PYTHON PROGRAMMING,20,D,3
21P31A0521,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0521,R201239,APPLIED CHEMISTRY LABORATORY,12,A,1.5
21P31A0521,R201241,DATA STRUCTURES LABORATORY,9,B,1.5
21P31A0521,R201250,PYTHON PROGRAMMING LABORATORY,11,A,1.5
21P31A0522,R201201,MATHEMATICS-II,21,A,3
21P31A0522,R201215,APPLIED CHEMISTRY,21,D,3
21P31A0522,R201216,COMPUTER ORGANIZATION,18,D,3
21P31A0522,R201218,DATA STRUCTURES,19,C,3
21P31A0522,R201225,PYTHON PROGRAMMING,21,D,3
21P31A0522,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0522,R201239,APPLIED CHEMISTRY LABORATORY,12,A+,1.5
21P31A0522,R201241,DATA STRUCTURES LABORATORY,11,B,1.5
21P31A0522,R201250,PYTHON PROGRAMMING LABORATORY,12,A,1.5
21P31A0523,R201201,MATHEMATICS-II,23,A,3
21P31A0523,R201215,APPLIED CHEMISTRY,23,D,3
21P31A0523,R201216,COMPUTER ORGANIZATION,21,D,3
21P31A0523,R201218,DATA STRUCTURES,24,C,3
21P31A0523,R201225,PYTHON PROGRAMMING,26,B,3
21P31A0523,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0523,R201239,APPLIED CHEMISTRY LABORATORY,10,A,1.5
21P31A0523,R201241,DATA STRUCTURES LABORATORY,9,A,1.5
21P31A0523,R201250,PYTHON PROGRAMMING LABORATORY,11,A+,1.5
21P31A0524,R201201,MATHEMATICS-II,23,C,3
21P31A0524,R201215,APPLIED CHEMISTRY,22,D,3
21P31A0524,R201216,COMPUTER ORGANIZATION,20,E,3
21P31A0524,R201218,DATA STRUCTURES,20,E,3
21P31A0524,R201225,PYTHON PROGRAMMING,21,C,3
21P31A0524,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0524,R201239,APPLIED CHEMISTRY LABORATORY,11,A,1.5
21P31A0524,R201241,DATA STRUCTURES LABORATORY,8,B,1.5
21P31A0524,R201250,PYTHON PROGRAMMING LABORATORY,9,A,1.5
21P31A0525,R201201,MATHEMATICS-II,21,F,0
21P31A0525,R201215,APPLIED CHEMISTRY,17,F,0
21P31A0525,R201216,COMPUTER ORGANIZATION,16,E,3
21P31A0525,R201218,DATA STRUCTURES,16,F,0
21P31A0525,R201225,PYTHON PROGRAMMING,10,F,0
21P31A0525,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0525,R201239,APPLIED CHEMISTRY LABORATORY,8,C,1.5
21P31A0525,R201241,DATA STRUCTURES LABORATORY,8,B,1.5
21P31A0525,R201250,PYTHON PROGRAMMING LABORATORY,8,B,1.5
Htno,Subcode,Subname,Internals,Grade,Credits
21P31A0526,R201201,MATHEMATICS-II,25,A,3
21P31A0526,R201215,APPLIED CHEMISTRY,25,A,3
21P31A0526,R201216,COMPUTER ORGANIZATION,24,A,3
21P31A0526,R201218,DATA STRUCTURES,24,B,3
21P31A0526,R201225,PYTHON PROGRAMMING,27,B,3
21P31A0526,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0526,R201239,APPLIED CHEMISTRY LABORATORY,15,A+,1.5
21P31A0526,R201241,DATA STRUCTURES LABORATORY,11,A,1.5
21P31A0526,R201250,PYTHON PROGRAMMING LABORATORY,12,A+,1.5
21P31A0527,R201201,MATHEMATICS-II,26,C,3
21P31A0527,R201215,APPLIED CHEMISTRY,24,C,3
21P31A0527,R201216,COMPUTER ORGANIZATION,21,D,3
21P31A0527,R201218,DATA STRUCTURES,22,D,3
21P31A0527,R201225,PYTHON PROGRAMMING,26,A,3
21P31A0527,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0527,R201239,APPLIED CHEMISTRY LABORATORY,14,A+,1.5
21P31A0527,R201241,DATA STRUCTURES LABORATORY,9,B,1.5
21P31A0527,R201250,PYTHON PROGRAMMING LABORATORY,11,A,1.5
21P31A0528,R201201,MATHEMATICS-II,22,B,3
21P31A0528,R201215,APPLIED CHEMISTRY,17,E,3
21P31A0528,R201216,COMPUTER ORGANIZATION,16,E,3
21P31A0528,R201218,DATA STRUCTURES,21,D,3
21P31A0528,R201225,PYTHON PROGRAMMING,23,B,3
21P31A0528,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0528,R201239,APPLIED CHEMISTRY LABORATORY,12,A,1.5
21P31A0528,R201241,DATA STRUCTURES LABORATORY,11,A,1.5
21P31A0528,R201250,PYTHON PROGRAMMING LABORATORY,12,A,1.5
21P31A0529,R201201,MATHEMATICS-II,26,A,3
21P31A0529,R201215,APPLIED CHEMISTRY,23,A,3
21P31A0529,R201216,COMPUTER ORGANIZATION,21,A,3
21P31A0529,R201218,DATA STRUCTURES,20,A,3
21P31A0529,R201225,PYTHON PROGRAMMING,25,B,3
21P31A0529,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0529,R201239,APPLIED CHEMISTRY LABORATORY,12,A,1.5
21P31A0529,R201241,DATA STRUCTURES LABORATORY,11,A,1.5
21P31A0529,R201250,PYTHON PROGRAMMING LABORATORY,12,A+,1.5
21P31A0530,R201201,MATHEMATICS-II,23,D,3
21P31A0530,R201215,APPLIED CHEMISTRY,19,E,3
21P31A0530,R201216,COMPUTER ORGANIZATION,16,E,3
21P31A0530,R201218,DATA STRUCTURES,17,D,3
21P31A0530,R201225,PYTHON PROGRAMMING,20,D,3
21P31A0530,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0530,R201239,APPLIED CHEMISTRY LABORATORY,13,A,1.5
21P31A0530,R201241,DATA STRUCTURES LABORATORY,8,B,1.5
21P31A0530,R201250,PYTHON PROGRAMMING LABORATORY,9,B,1.5
21P31A0531,R201201,MATHEMATICS-II,25,C,3
21P31A0531,R201215,APPLIED CHEMISTRY,23,E,3
21P31A0531,R201216,COMPUTER ORGANIZATION,19,F,0
21P31A0531,R201218,DATA STRUCTURES,21,E,3
21P31A0531,R201225,PYTHON PROGRAMMING,19,D,3
21P31A0531,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
Htno,Subcode,Subname,Internals,Grade,Credits
21P31A0531,R201239,APPLIED CHEMISTRY LABORATORY,12,A,1.5
21P31A0531,R201241,DATA STRUCTURES LABORATORY,8,A,1.5
21P31A0531,R201250,PYTHON PROGRAMMING LABORATORY,9,A,1.5
21P31A0532,R201201,MATHEMATICS-II,21,E,3
21P31A0532,R201215,APPLIED CHEMISTRY,21,D,3
21P31A0532,R201216,COMPUTER ORGANIZATION,19,E,3
21P31A0532,R201218,DATA STRUCTURES,21,E,3
21P31A0532,R201225,PYTHON PROGRAMMING,21,E,3
21P31A0532,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0532,R201239,APPLIED CHEMISTRY LABORATORY,11,A,1.5
21P31A0532,R201241,DATA STRUCTURES LABORATORY,9,A,1.5
21P31A0532,R201250,PYTHON PROGRAMMING LABORATORY,10,A,1.5
21P31A0533,R201201,MATHEMATICS-II,20,F,0
21P31A0533,R201215,APPLIED CHEMISTRY,20,B,3
21P31A0533,R201216,COMPUTER ORGANIZATION,19,C,3
21P31A0533,R201218,DATA STRUCTURES,19,C,3
21P31A0533,R201225,PYTHON PROGRAMMING,23,D,3
21P31A0533,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0533,R201239,APPLIED CHEMISTRY LABORATORY,10,A,1.5
21P31A0533,R201241,DATA STRUCTURES LABORATORY,12,A,1.5
21P31A0533,R201250,PYTHON PROGRAMMING LABORATORY,14,A+,1.5
21P31A0534,R201201,MATHEMATICS-II,27,A+,3
21P31A0534,R201215,APPLIED CHEMISTRY,21,B,3
21P31A0534,R201216,COMPUTER ORGANIZATION,19,A,3
21P31A0534,R201218,DATA STRUCTURES,21,B,3
21P31A0534,R201225,PYTHON PROGRAMMING,23,C,3
21P31A0534,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0534,R201239,APPLIED CHEMISTRY LABORATORY,13,A+,1.5
21P31A0534,R201241,DATA STRUCTURES LABORATORY,9,A,1.5
21P31A0534,R201250,PYTHON PROGRAMMING LABORATORY,11,A,1.5
21P31A0535,R201201,MATHEMATICS-II,20,E,3
21P31A0535,R201215,APPLIED CHEMISTRY,19,F,0
21P31A0535,R201216,COMPUTER ORGANIZATION,16,F,0
21P31A0535,R201218,DATA STRUCTURES,20,F,0
21P31A0535,R201225,PYTHON PROGRAMMING,22,F,0
21P31A0535,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0535,R201239,APPLIED CHEMISTRY LABORATORY,12,A,1.5
21P31A0535,R201241,DATA STRUCTURES LABORATORY,8,B,1.5
21P31A0535,R201250,PYTHON PROGRAMMING LABORATORY,8,B,1.5
21P31A0536,R201201,MATHEMATICS-II,23,D,3
21P31A0536,R201215,APPLIED CHEMISTRY,20,F,0
21P31A0536,R201216,COMPUTER ORGANIZATION,19,F,0
21P31A0536,R201218,DATA STRUCTURES,22,E,3
21P31A0536,R201225,PYTHON PROGRAMMING,21,D,3
21P31A0536,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0536,R201239,APPLIED CHEMISTRY LABORATORY,10,B,1.5
21P31A0536,R201241,DATA STRUCTURES LABORATORY,9,B,1.5
21P31A0536,R201250,PYTHON PROGRAMMING LABORATORY,10,A,1.5
21P31A0537,R201201,MATHEMATICS-II,20,D,3
21P31A0537,R201215,APPLIED CHEMISTRY,23,B,3
21P31A0537,R201216,COMPUTER ORGANIZATION,17,D,3
Htno,Subcode,Subname,Internals,Grade,Credits
21P31A0537,R201218,DATA STRUCTURES,19,D,3
21P31A0537,R201225,PYTHON PROGRAMMING,21,D,3
21P31A0537,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0537,R201239,APPLIED CHEMISTRY LABORATORY,10,B,1.5
21P31A0537,R201241,DATA STRUCTURES LABORATORY,9,B,1.5
21P31A0537,R201250,PYTHON PROGRAMMING LABORATORY,11,A,1.5
21P31A0538,R201201,MATHEMATICS-II,23,D,3
21P31A0538,R201215,APPLIED CHEMISTRY,21,F,0
21P31A0538,R201216,COMPUTER ORGANIZATION,16,C,3
21P31A0538,R201218,DATA STRUCTURES,23,C,3
21P31A0538,R201225,PYTHON PROGRAMMING,22,D,3
21P31A0538,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0538,R201239,APPLIED CHEMISTRY LABORATORY,15,A+,1.5
21P31A0538,R201241,DATA STRUCTURES LABORATORY,8,B,1.5
21P31A0538,R201250,PYTHON PROGRAMMING LABORATORY,9,A,1.5
21P31A0539,R201201,MATHEMATICS-II,25,B,3
21P31A0539,R201215,APPLIED CHEMISTRY,24,C,3
21P31A0539,R201216,COMPUTER ORGANIZATION,20,D,3
21P31A0539,R201218,DATA STRUCTURES,22,D,3
21P31A0539,R201225,PYTHON PROGRAMMING,23,B,3
21P31A0539,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0539,R201239,APPLIED CHEMISTRY LABORATORY,12,A+,1.5
21P31A0539,R201241,DATA STRUCTURES LABORATORY,11,A,1.5
21P31A0539,R201250,PYTHON PROGRAMMING LABORATORY,12,A,1.5
21P31A0540,R201201,MATHEMATICS-II,25,A+,3
21P31A0540,R201215,APPLIED CHEMISTRY,22,D,3
21P31A0540,R201216,COMPUTER ORGANIZATION,21,D,3
21P31A0540,R201218,DATA STRUCTURES,21,E,3
21P31A0540,R201225,PYTHON PROGRAMMING,26,B,3
21P31A0540,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0540,R201239,APPLIED CHEMISTRY LABORATORY,14,A+,1.5
21P31A0540,R201241,DATA STRUCTURES LABORATORY,11,A,1.5
21P31A0540,R201250,PYTHON PROGRAMMING LABORATORY,12,A+,1.5
21P31A0541,R201201,MATHEMATICS-II,26,C,3
21P31A0541,R201215,APPLIED CHEMISTRY,23,A,3
21P31A0541,R201216,COMPUTER ORGANIZATION,20,B,3
21P31A0541,R201218,DATA STRUCTURES,22,B,3
21P31A0541,R201225,PYTHON PROGRAMMING,28,B,3
21P31A0541,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0541,R201239,APPLIED CHEMISTRY LABORATORY,10,A,1.5
21P31A0541,R201241,DATA STRUCTURES LABORATORY,13,A,1.5
21P31A0541,R201250,PYTHON PROGRAMMING LABORATORY,14,A+,1.5
21P31A0542,R201201,MATHEMATICS-II,22,B,3
21P31A0542,R201215,APPLIED CHEMISTRY,23,D,3
21P31A0542,R201216,COMPUTER ORGANIZATION,19,B,3
21P31A0542,R201218,DATA STRUCTURES,24,B,3
21P31A0542,R201225,PYTHON PROGRAMMING,25,C,3
21P31A0542,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0542,R201239,APPLIED CHEMISTRY LABORATORY,10,A,1.5
21P31A0542,R201241,DATA STRUCTURES LABORATORY,11,A,1.5
21P31A0542,R201250,PYTHON PROGRAMMING LABORATORY,12,A,1.5
Htno,Subcode,Subname,Internals,Grade,Credits
21P31A0543,R201201,MATHEMATICS-II,24,D,3
21P31A0543,R201215,APPLIED CHEMISTRY,22,D,3
21P31A0543,R201216,COMPUTER ORGANIZATION,19,D,3
21P31A0543,R201218,DATA STRUCTURES,23,D,3
21P31A0543,R201225,PYTHON PROGRAMMING,21,B,3
21P31A0543,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0543,R201239,APPLIED CHEMISTRY LABORATORY,12,A+,1.5
21P31A0543,R201241,DATA STRUCTURES LABORATORY,8,B,1.5
21P31A0543,R201250,PYTHON PROGRAMMING LABORATORY,9,A,1.5
21P31A0544,R201201,MATHEMATICS-II,26,A,3
21P31A0544,R201215,APPLIED CHEMISTRY,22,C,3
21P31A0544,R201216,COMPUTER ORGANIZATION,21,D,3
21P31A0544,R201218,DATA STRUCTURES,22,D,3
21P31A0544,R201225,PYTHON PROGRAMMING,24,A,3
21P31A0544,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0544,R201239,APPLIED CHEMISTRY LABORATORY,15,A+,1.5
21P31A0544,R201241,DATA STRUCTURES LABORATORY,9,A,1.5
21P31A0544,R201250,PYTHON PROGRAMMING LABORATORY,11,A,1.5
21P31A0545,R201201,MATHEMATICS-II,26,A,3
21P31A0545,R201215,APPLIED CHEMISTRY,19,C,3
21P31A0545,R201216,COMPUTER ORGANIZATION,20,D,3
21P31A0545,R201218,DATA STRUCTURES,18,D,3
21P31A0545,R201225,PYTHON PROGRAMMING,24,D,3
21P31A0545,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0545,R201239,APPLIED CHEMISTRY LABORATORY,11,A,1.5
21P31A0545,R201241,DATA STRUCTURES LABORATORY,13,A,1.5
21P31A0545,R201250,PYTHON PROGRAMMING LABORATORY,14,A+,1.5
21P31A0546,R201201,MATHEMATICS-II,17,E,3
21P31A0546,R201215,APPLIED CHEMISTRY,15,F,0
21P31A0546,R201216,COMPUTER ORGANIZATION,15,F,0
21P31A0546,R201218,DATA STRUCTURES,18,E,3
21P31A0546,R201225,PYTHON PROGRAMMING,15,F,0
21P31A0546,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0546,R201239,APPLIED CHEMISTRY LABORATORY,7,B,1.5
21P31A0546,R201241,DATA STRUCTURES LABORATORY,11,B,1.5
21P31A0546,R201250,PYTHON PROGRAMMING LABORATORY,12,A+,1.5
21P31A0547,R201201,MATHEMATICS-II,22,D,3
21P31A0547,R201215,APPLIED CHEMISTRY,23,D,3
21P31A0547,R201216,COMPUTER ORGANIZATION,21,F,0
21P31A0547,R201218,DATA STRUCTURES,23,C,3
21P31A0547,R201225,PYTHON PROGRAMMING,24,B,3
21P31A0547,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0547,R201239,APPLIED CHEMISTRY LABORATORY,14,A+,1.5
21P31A0547,R201241,DATA STRUCTURES LABORATORY,12,A,1.5
21P31A0547,R201250,PYTHON PROGRAMMING LABORATORY,14,A,1.5
21P31A0548,R201201,MATHEMATICS-II,24,A,3
21P31A0548,R201215,APPLIED CHEMISTRY,23,C,3
21P31A0548,R201216,COMPUTER ORGANIZATION,18,D,3
21P31A0548,R201218,DATA STRUCTURES,24,D,3
21P31A0548,R201225,PYTHON PROGRAMMING,20,B,3
21P31A0548,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
Htno,Subcode,Subname,Internals,Grade,Credits
21P31A0548,R201239,APPLIED CHEMISTRY LABORATORY,13,A+,1.5
21P31A0548,R201241,DATA STRUCTURES LABORATORY,15,A+,1.5
21P31A0548,R201250,PYTHON PROGRAMMING LABORATORY,15,A+,1.5
21P31A0549,R201201,MATHEMATICS-II,24,A,3
21P31A0549,R201215,APPLIED CHEMISTRY,22,B,3
21P31A0549,R201216,COMPUTER ORGANIZATION,23,C,3
21P31A0549,R201218,DATA STRUCTURES,24,B,3
21P31A0549,R201225,PYTHON PROGRAMMING,22,D,3
21P31A0549,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0549,R201239,APPLIED CHEMISTRY LABORATORY,9,B,1.5
21P31A0549,R201241,DATA STRUCTURES LABORATORY,15,A+,1.5
21P31A0549,R201250,PYTHON PROGRAMMING LABORATORY,15,A+,1.5
21P31A0550,R201201,MATHEMATICS-II,25,C,3
21P31A0550,R201215,APPLIED CHEMISTRY,19,F,0
21P31A0550,R201216,COMPUTER ORGANIZATION,20,C,3
21P31A0550,R201218,DATA STRUCTURES,22,D,3
21P31A0550,R201225,PYTHON PROGRAMMING,19,E,3
21P31A0550,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0550,R201239,APPLIED CHEMISTRY LABORATORY,10,B,1.5
21P31A0550,R201241,DATA STRUCTURES LABORATORY,12,A+,1.5
21P31A0550,R201250,PYTHON PROGRAMMING LABORATORY,13,A+,1.5
21P31A0551,R201201,MATHEMATICS-II,20,F,0
21P31A0551,R201215,APPLIED CHEMISTRY,19,F,0
21P31A0551,R201216,COMPUTER ORGANIZATION,17,F,0
21P31A0551,R201218,DATA STRUCTURES,20,F,0
21P31A0551,R201225,PYTHON PROGRAMMING,19,F,0
21P31A0551,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0551,R201239,APPLIED CHEMISTRY LABORATORY,10,A,1.5
21P31A0551,R201241,DATA STRUCTURES LABORATORY,12,A+,1.5
21P31A0551,R201250,PYTHON PROGRAMMING LABORATORY,12,A,1.5
21P31A0552,R201201,MATHEMATICS-II,16,E,3
21P31A0552,R201215,APPLIED CHEMISTRY,20,C,3
21P31A0552,R201216,COMPUTER ORGANIZATION,15,F,0
21P31A0552,R201218,DATA STRUCTURES,22,F,0
21P31A0552,R201225,PYTHON PROGRAMMING,14,F,0
21P31A0552,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0552,R201239,APPLIED CHEMISTRY LABORATORY,9,A,1.5
21P31A0552,R201241,DATA STRUCTURES LABORATORY,13,A+,1.5
21P31A0552,R201250,PYTHON PROGRAMMING LABORATORY,13,A+,1.5
21P31A0553,R201201,MATHEMATICS-II,23,A,3
21P31A0553,R201215,APPLIED CHEMISTRY,20,C,3
21P31A0553,R201216,COMPUTER ORGANIZATION,19,D,3
21P31A0553,R201218,DATA STRUCTURES,20,D,3
21P31A0553,R201225,PYTHON PROGRAMMING,22,D,3
21P31A0553,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0553,R201239,APPLIED CHEMISTRY LABORATORY,8,B,1.5
21P31A0553,R201241,DATA STRUCTURES LABORATORY,11,B,1.5
21P31A0553,R201250,PYTHON PROGRAMMING LABORATORY,13,A+,1.5
21P31A0554,R201201,MATHEMATICS-II,26,A+,3
21P31A0554,R201215,APPLIED CHEMISTRY,23,D,3
21P31A0554,R201216,COMPUTER ORGANIZATION,23,C,3
Htno,Subcode,Subname,Internals,Grade,Credits
21P31A0554,R201218,DATA STRUCTURES,25,A,3
21P31A0554,R201225,PYTHON PROGRAMMING,24,C,3
21P31A0554,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0554,R201239,APPLIED CHEMISTRY LABORATORY,14,A,1.5
21P31A0554,R201241,DATA STRUCTURES LABORATORY,15,A,1.5
21P31A0554,R201250,PYTHON PROGRAMMING LABORATORY,15,A,1.5
21P31A0555,R201201,MATHEMATICS-II,18,E,3
21P31A0555,R201215,APPLIED CHEMISTRY,18,F,0
21P31A0555,R201216,COMPUTER ORGANIZATION,16,F,0
21P31A0555,R201218,DATA STRUCTURES,20,E,3
21P31A0555,R201225,PYTHON PROGRAMMING,18,E,3
21P31A0555,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0555,R201239,APPLIED CHEMISTRY LABORATORY,9,A,1.5
21P31A0555,R201241,DATA STRUCTURES LABORATORY,12,A,1.5
21P31A0555,R201250,PYTHON PROGRAMMING LABORATORY,12,A,1.5
21P31A0556,R201201,MATHEMATICS-II,5,ABSENT,0
21P31A0556,R201215,APPLIED CHEMISTRY,5,ABSENT,0
21P31A0556,R201216,COMPUTER ORGANIZATION,5,ABSENT,0
21P31A0556,R201218,DATA STRUCTURES,5,ABSENT,0
21P31A0556,R201225,PYTHON PROGRAMMING,5,ABSENT,0
21P31A0556,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0556,R201239,APPLIED CHEMISTRY LABORATORY,0,ABSENT,0
21P31A0556,R201241,DATA STRUCTURES LABORATORY,0,ABSENT,0
21P31A0556,R201250,PYTHON PROGRAMMING LABORATORY,0,ABSENT,0
21P31A0557,R201201,MATHEMATICS-II,20,F,0
21P31A0557,R201215,APPLIED CHEMISTRY,21,F,0
21P31A0557,R201216,COMPUTER ORGANIZATION,16,E,3
21P31A0557,R201218,DATA STRUCTURES,19,E,3
21P31A0557,R201225,PYTHON PROGRAMMING,18,E,3
21P31A0557,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0557,R201239,APPLIED CHEMISTRY LABORATORY,9,F,0
21P31A0557,R201241,DATA STRUCTURES LABORATORY,11,A,1.5
21P31A0557,R201250,PYTHON PROGRAMMING LABORATORY,12,A,1.5
21P31A0558,R201201,MATHEMATICS-II,20,D,3
21P31A0558,R201215,APPLIED CHEMISTRY,17,F,0
21P31A0558,R201216,COMPUTER ORGANIZATION,16,D,3
21P31A0558,R201218,DATA STRUCTURES,20,E,3
21P31A0558,R201225,PYTHON PROGRAMMING,19,E,3
21P31A0558,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0558,R201239,APPLIED CHEMISTRY LABORATORY,9,A,1.5
21P31A0558,R201241,DATA STRUCTURES LABORATORY,13,A,1.5
21P31A0558,R201250,PYTHON PROGRAMMING LABORATORY,13,A,1.5
21P31A0559,R201201,MATHEMATICS-II,20,F,0
21P31A0559,R201215,APPLIED CHEMISTRY,20,E,3
21P31A0559,R201216,COMPUTER ORGANIZATION,13,E,3
21P31A0559,R201218,DATA STRUCTURES,20,F,0
21P31A0559,R201225,PYTHON PROGRAMMING,16,F,0
21P31A0559,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0559,R201239,APPLIED CHEMISTRY LABORATORY,10,A,1.5
21P31A0559,R201241,DATA STRUCTURES LABORATORY,13,A,1.5
21P31A0559,R201250,PYTHON PROGRAMMING LABORATORY,13,A,1.5
Htno,Subcode,Subname,Internals,Grade,Credits
21P31A0560,R201201,MATHEMATICS-II,11,ABSENT,0
21P31A0560,R201215,APPLIED CHEMISTRY,15,ABSENT,0
21P31A0560,R201216,COMPUTER ORGANIZATION,12,ABSENT,0
21P31A0560,R201218,DATA STRUCTURES,20,ABSENT,0
21P31A0560,R201225,PYTHON PROGRAMMING,13,ABSENT,0
21P31A0560,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0560,R201239,APPLIED CHEMISTRY LABORATORY,8,ABSENT,0
21P31A0560,R201241,DATA STRUCTURES LABORATORY,10,ABSENT,0
21P31A0560,R201250,PYTHON PROGRAMMING LABORATORY,11,ABSENT,0
21P31A0561,R201201,MATHEMATICS-II,17,F,0
21P31A0561,R201215,APPLIED CHEMISTRY,17,B,3
21P31A0561,R201216,COMPUTER ORGANIZATION,17,D,3
21P31A0561,R201218,DATA STRUCTURES,20,D,3
21P31A0561,R201225,PYTHON PROGRAMMING,16,E,3
21P31A0561,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0561,R201239,APPLIED CHEMISTRY LABORATORY,13,A,1.5
21P31A0561,R201241,DATA STRUCTURES LABORATORY,11,A,1.5
21P31A0561,R201250,PYTHON PROGRAMMING LABORATORY,13,A,1.5
21P31A0562,R201201,MATHEMATICS-II,25,B,3
21P31A0562,R201215,APPLIED CHEMISTRY,18,E,3
21P31A0562,R201216,COMPUTER ORGANIZATION,18,C,3
21P31A0562,R201218,DATA STRUCTURES,23,B,3
21P31A0562,R201225,PYTHON PROGRAMMING,19,D,3
21P31A0562,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0562,R201239,APPLIED CHEMISTRY LABORATORY,14,A+,1.5
21P31A0562,R201241,DATA STRUCTURES LABORATORY,12,A,1.5
21P31A0562,R201250,PYTHON PROGRAMMING LABORATORY,14,A+,1.5
21P31A0563,R201201,MATHEMATICS-II,25,E,3
21P31A0563,R201215,APPLIED CHEMISTRY,21,D,3
21P31A0563,R201216,COMPUTER ORGANIZATION,20,E,3
21P31A0563,R201218,DATA STRUCTURES,23,D,3
21P31A0563,R201225,PYTHON PROGRAMMING,21,D,3
21P31A0563,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0563,R201239,APPLIED CHEMISTRY LABORATORY,14,A+,1.5
21P31A0563,R201241,DATA STRUCTURES LABORATORY,15,A+,1.5
21P31A0563,R201250,PYTHON PROGRAMMING LABORATORY,14,A,1.5
21P31A0564,R201201,MATHEMATICS-II,19,E,3
21P31A0564,R201215,APPLIED CHEMISTRY,19,E,3
21P31A0564,R201216,COMPUTER ORGANIZATION,19,E,3
21P31A0564,R201218,DATA STRUCTURES,18,F,0
21P31A0564,R201225,PYTHON PROGRAMMING,19,E,3
21P31A0564,R201228,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A0564,R201239,APPLIED CHEMISTRY LABORATORY,10,A,1.5
21P31A0564,R201241,DATA STRUCTURES LABORATORY,13,A,1.5
21P31A0564,R201250,PYTHON PROGRAMMING LABORATORY,15,A+,1.5
21P31A0565,R201201,MATHEMATICS-II,18,E,3
21P31A0565,R201215,APPLIED CHEMISTRY,19,E,3
21P31A0565,R201216,COMPUTER ORGANIZATION,15,F,0
21P31A0565,R201218,DATA STRUCTURES,18,F,0
