,,,,,,,,,,,,,,,,,,,,,
,Sno,,,Htno,,,Subcode,,,Subname,,,Internals,,,Grade,,,Cr,,
233,,,20P31A0357,,,R204103O,,,REFRIGERATION & AIR-CONDITIONING,,,17,,,F,,,0,,,
234,,,20P31A0359,,,R204103H,,,POWER PLANT ENGINEERING,,,18,,,ABSENT,,,0,,,
235,,,20P31A0359,,,R204103O,,,REFRIGERATION & AIR-CONDITIONING,,,18,,,ABSENT,,,0,,,
236,,,20P31A0361,,,R204103O,,,REFRIGERATION & AIR-CONDITIONING,,,19,,,E,,,3,,,
237,,,20P31A0362,,,R204103O,,,REFRIGERATION & AIR-CONDITIONING,,,21,,,D,,,3,,,
238,,,20P31A0365,,,R204103O,,,REFRIGERATION & AIR-CONDITIONING,,,20,,,E,,,3,,,
239,,,20P31A0366,,,R204103O,,,REFRIGERATION & AIR-CONDITIONING,,,17,,,ABSENT,,,0,,,
240,,,20P31A0368,,,R204103O,,,REFRIGERATION & AIR-CONDITIONING,,,19,,,F,,,0,,,
241,,,20P31A0370,,,R204103O,,,REFRIGERATION & AIR-CONDITIONING,,,21,,,ABSENT,,,0,,,
242,,,20P31A0373,,,R204102M,,,FUNDAMENTALS OF ELECTRIC VEHICLES,,,22,,,ABSENT,,,0,,,
243,,,20P31A0373,,,R204103O,,,REFRIGERATION & AIR-CONDITIONING,,,19,,,ABSENT,,,0,,,
244,,,20P31A0375,,,R204103H,,,POWER PLANT ENGINEERING,,,22,,,ABSENT,,,0,,,
245,,,20P31A0376,,,R204101Y,,,GREEN TECHNOLOGIES,,,21,,,D,,,3,,,
246,,,20P31A0376,,,R204103H,,,POWER PLANT ENGINEERING,,,22,,,F,,,0,,,
247,,,20P31A0376,,,R204103O,,,REFRIGERATION & AIR-CONDITIONING,,,15,,,F,,,0,,,
248,,,20P31A0383,,,R204102M,,,FUNDAMENTALS OF ELECTRIC VEHICLES,,,23,,,B,,,3,,,
249,,,20P31A0383,,,R204103O,,,REFRIGERATION & AIR-CONDITIONING,,,19,,,F,,,0,,,
Sno,,,Htno,,,Subcode,,,Subname,,,Internals,,,Grade,,,Cr,,,
250,,,20P31A0387,,,R204103O,,,REFRIGERATION & AIR-CONDITIONING,,,17,,,F,,,0,,,
251,,,20P31A0388,,,R204103O,,,REFRIGERATION & AIR-CONDITIONING,,,17,,,D,,,3,,,
252,,,20P31A0390,,,R204103H,,,POWER PLANT ENGINEERING,,,18,,,ABSENT,,,0,,,
253,,,20P31A0390,,,R204103O,,,REFRIGERATION & AIR-CONDITIONING,,,19,,,ABSENT,,,0,,,
254,,,20P31A0395,,,R204102M,,,FUNDAMENTALS OF ELECTRIC VEHICLES,,,21,,,C,,,3,,,
255,,,20P31A0395,,,R204103O,,,REFRIGERATION & AIR-CONDITIONING,,,15,,,F,,,0,,,
256,,,20P31A0398,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,24,,,F,,,0,,,
257,,,20P31A0398,,,R204101Y,,,GREEN TECHNOLOGIES,,,17,,,F,,,0,,,
258,,,20P31A0398,,,R204102M,,,FUNDAMENTALS OF ELECTRIC VEHICLES,,,20,,,F,,,0,,,
259,,,20P31A0398,,,R204103H,,,POWER PLANT ENGINEERING,,,23,,,F,,,0,,,
260,,,20P31A0398,,,R204103O,,,REFRIGERATION & AIR-CONDITIONING,,,18,,,F,,,0,,,
261,,,20P31A03A3,,,R204103O,,,REFRIGERATION & AIR-CONDITIONING,,,18,,,E,,,3,,,
262,,,20P31A03A5,,,R204103H,,,POWER PLANT ENGINEERING,,,21,,,F,,,0,,,
263,,,20P31A03A8,,,R204103O,,,REFRIGERATION & AIR-CONDITIONING,,,15,,,E,,,3,,,
264,,,20P31A03B1,,,R204103O,,,REFRIGERATION & AIR-CONDITIONING,,,19,,,ABSENT,,,0,,,
265,,,20P31A03B3,,,R204103H,,,POWER PLANT ENGINEERING,,,22,,,F,,,0,,,
266,,,20P31A03B3,,,R204103O,,,REFRIGERATION & AIR-CONDITIONING,,,20,,,F,,,0,,,
267,,,20P31A03B4,,,R204103O,,,REFRIGERATION & AIR-CONDITIONING,,,20,,,E,,,3,,,
268,,,20P31A03B8,,,R204103H,,,POWER PLANT ENGINEERING,,,24,,,F,,,0,,,
269,,,20P31A03B8,,,R204103O,,,REFRIGERATION & AIR-CONDITIONING,,,21,,,F,,,0,,,
270,,,20P31A03C2,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,25,,,F,,,0,,,
271,,,20P31A03C2,,,R204102M,,,FUNDAMENTALS OF ELECTRIC VEHICLES,,,22,,,ABSENT,,,0,,,
272,,,20P31A03C2,,,R204103H,,,POWER PLANT ENGINEERING,,,19,,,F,,,0,,,
273,,,20P31A03C2,,,R204103O,,,REFRIGERATION & AIR-CONDITIONING,,,19,,,ABSENT,,,0,,,
274,,,20P31A03C4,,,R204103H,,,POWER PLANT ENGINEERING,,,20,,,E,,,3,,,
275,,,20P31A03C4,,,R204103O,,,REFRIGERATION & AIR-CONDITIONING,,,18,,,E,,,3,,,
276,,,20P31A03C6,,,R204103H,,,POWER PLANT ENGINEERING,,,21,,,ABSENT,,,0,,,
277,,,20P31A03C6,,,R204103O,,,REFRIGERATION & AIR-CONDITIONING,,,9,,,ABSENT,,,0,,,
278,,,20P31A03C7,,,R204103H,,,POWER PLANT ENGINEERING,,,19,,,F,,,0,,,
279,,,20P31A03C7,,,R204103O,,,REFRIGERATION & AIR-CONDITIONING,,,20,,,F,,,0,,,
280,,,20P31A03C8,,,R204103O,,,REFRIGERATION & AIR-CONDITIONING,,,19,,,E,,,3,,,
281,,,20P31A03D0,,,R204103H,,,POWER PLANT ENGINEERING,,,22,,,C,,,3,,,
282,,,20P31A03D2,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,0,,,F,,,0,,,
283,,,20P31A03D2,,,R204101Y,,,GREEN TECHNOLOGIES,,,0,,,F,,,0,,,
284,,,20P31A03D2,,,R204103C,,,UNCONVENTIONAL MACHINING PROCESSES,,,0,,,ABSENT,,,0,,,
285,,,20P31A03D2,,,R204103H,,,POWER PLANT ENGINEERING,,,0,,,ABSENT,,,0,,,
286,,,20P31A03D2,,,R204103Q,,,NON DESTRUCTIVE EVALUATION,,,0,,,ABSENT,,,0,,,
287,,,20P31A03D2,,,R204103Y,,,MECHATRONICS LAB,,,0,,,ABSENT,,,0,,,
288,,,20P31A03D2,,,R204103Z,,,EVALUATION OF SUMMER INTERNSHIP WHICH IS,,,0,,,ABSENT,,,0,,,
289,,,20P31A03D2,,,R204124T,,,IC ENGINES,,,0,,,ABSENT,,,0,,,
290,,,20P31A03D6,,,R204103O,,,REFRIGERATION & AIR-CONDITIONING,,,21,,,E,,,3,,,
291,,,20P31A03D8,,,R204103H,,,POWER PLANT ENGINEERING,,,21,,,E,,,3,,,
292,,,20P31A03D8,,,R204103O,,,REFRIGERATION & AIR-CONDITIONING,,,19,,,E,,,3,,,
293,,,20P31A0451,,,R204105Z,,,INTRODUCTION TO MACHINE LEARNING,,,13,,,F,,,0,,,
294,,,20P31A0459,,,R204104B,,,DIGITAL IMAGE PROCESSING,,,17,,,D,,,3,,,
295,,,20P31A0479,,,R204104B,,,DIGITAL IMAGE PROCESSING,,,17,,,ABSENT,,,0,,,
296,,,20P31A0479,,,R204104E,,,SOFT COMPUTING TECHNIQUES,,,16,,,ABSENT,,,0,,,
297,,,20P31A0497,,,R204104B,,,DIGITAL IMAGE PROCESSING,,,24,,,ABSENT,,,0,,,
298,,,20P31A0497,,,R204104E,,,SOFT COMPUTING TECHNIQUES,,,22,,,ABSENT,,,0,,,
299,,,20P31A04F8,,,R204104B,,,DIGITAL IMAGE PROCESSING,,,15,,,ABSENT,,,0,,,
300,,,20P31A04F8,,,R204104E,,,SOFT COMPUTING TECHNIQUES,,,15,,,ABSENT,,,0,,,
Sno,,,Htno,,,Subcode,,,Subname,,,Internals,,,Grade,,,Cr,,,
301,,,20P31A04I3,,,R204104I,,,INTERNET OF THINGS,,,17,,,ABSENT,,,0,,,
302,,,20P31A04I3,,,R204105Z,,,INTRODUCTION TO MACHINE LEARNING,,,16,,,ABSENT,,,0,,,
303,,,20P31A04M7,,,R204105R,,,DATA SCIENCE,,,11,,,F,,,0,,,
304,,,20P31A04M7,,,R204105Z,,,INTRODUCTION TO MACHINE LEARNING,,,14,,,F,,,0,,,
305,,,20P31A04N3,,,R204104B,,,DIGITAL IMAGE PROCESSING,,,15,,,F,,,0,,,
306,,,20P31A04O0,,,R204104B,,,DIGITAL IMAGE PROCESSING,,,5,,,F,,,0,,,
307,,,20P31A04O0,,,R204104E,,,SOFT COMPUTING TECHNIQUES,,,5,,,F,,,0,,,
308,,,20P31A04O0,,,R204104I,,,INTERNET OF THINGS,,,11,,,F,,,0,,,
309,,,20P31A04O0,,,R204105R,,,DATA SCIENCE,,,5,,,F,,,0,,,
310,,,20P31A04O0,,,R204105Z,,,INTRODUCTION TO MACHINE LEARNING,,,5,,,F,,,0,,,
311,,,20P31A0502,,,R204105A,,,CLOUD COMPUTING,,,20,,,D,,,3,,,
312,,,20P31A0516,,,R204104U,,,BASIC ELECTRONICS,,,18,,,ABSENT,,,0,,,
313,,,20P31A0519,,,R204105A,,,CLOUD COMPUTING,,,20,,,D,,,3,,,
314,,,20P31A0521,,,R204105H,,,MOOCS-NPTEL/SWAYAM%,,,0,,,D,,,3,,,
315,,,20P31A0528,,,R204105A,,,CLOUD COMPUTING,,,11,,,F,,,0,,,
316,,,20P31A0528,,,R204105H,,,MOOCS-NPTEL/SWAYAM%,,,0,,,F,,,0,,,
317,,,20P31A0570,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,18,,,E,,,3,,,
318,,,20P31A0570,,,R204104U,,,BASIC ELECTRONICS,,,5,,,ABSENT,,,0,,,
319,,,20P31A0570,,,R2041053,,,MEAN STACK TECHNOLOGIES-MODULE II-ANGULA,,,0,,,B,,,2,,,
320,,,20P31A0570,,,R2041055,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,B,,,3,,,
321,,,20P31A0570,,,R204105A,,,CLOUD COMPUTING,,,10,,,ABSENT,,,0,,,
322,,,20P31A0570,,,R204105F,,,SOCIAL NETWORKS & SEMANTIC WEB,,,5,,,ABSENT,,,0,,,
323,,,20P31A0570,,,R204105I,,,BLOCK CHAIN TECHNOLOGIES,,,6,,,ABSENT,,,0,,,
324,,,20P31A0570,,,R204105M,,,API AND MICROSERVICES(JOB ORIENTED COURS,,,4,,,ABSENT,,,0,,,
325,,,20P31A0576,,,R204105H,,,MOOCS-NPTEL/SWAYAM%,,,0,,,C,,,3,,,
326,,,20P31A0576,,,R204105L,,,MOOCS-NPTEL/SWAYAM%,,,0,,,F,,,0,,,
327,,,20P31A0585,,,R204105H,,,MOOCS-NPTEL/SWAYAM%,,,0,,,B,,,3,,,
328,,,20P31A0590,,,R204105A,,,CLOUD COMPUTING,,,19,,,D,,,3,,,
329,,,20P31A05A3,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,25,,,C,,,3,,,
330,,,20P31A05A3,,,R204104U,,,BASIC ELECTRONICS,,,18,,,E,,,3,,,
331,,,20P31A05A3,,,R2041053,,,MEAN STACK TECHNOLOGIES-MODULE II-ANGULA,,,0,,,A,,,2,,,
332,,,20P31A05A3,,,R2041055,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,B,,,3,,,
333,,,20P31A05A3,,,R204105A,,,CLOUD COMPUTING,,,19,,,D,,,3,,,
334,,,20P31A05A3,,,R204105F,,,SOCIAL NETWORKS & SEMANTIC WEB,,,16,,,D,,,3,,,
335,,,20P31A05A3,,,R204105I,,,BLOCK CHAIN TECHNOLOGIES,,,23,,,C,,,3,,,
336,,,20P31A05A3,,,R204105M,,,API AND MICROSERVICES(JOB ORIENTED COURS,,,17,,,C,,,3,,,
337,,,20P31A1204,,,R204112E,,,MOOCS-NPTEL/SWAYAM,,,0,,,F,,,0,,,
338,,,20P31A1209,,,R204112G,,,MOOCS-NPTEL/SWAYAM,,,0,,,B,,,3,,,
339,,,20P31A1242,,,R204112E,,,MOOCS-NPTEL/SWAYAM,,,0,,,F,,,0,,,
340,,,20P31A1245,,,R204104U,,,BASIC ELECTRONICS,,,17,,,E,,,3,,,
341,,,20P35A0241,,,R1941022,,,OOPS THROUGH JAVA,,,17,,,F,,,0,,,
342,,,20P35A0250,,,R1941022,,,OOPS THROUGH JAVA,,,19,,,F,,,0,,,
343,,,20P35A0258,,,R1941022,,,OOPS THROUGH JAVA,,,17,,,F,,,0,,,
344,,,20P35A0278,,,R1941022,,,OOPS THROUGH JAVA,,,18,,,ABSENT,,,0,,,
345,,,20P35A0337,,,R1941032,,,FINITE ELEMENT METHODS (COMMON TO ME & A,,,14,,,D,,,3,,,
346,,,20P35A0371,,,R1941032,,,FINITE ELEMENT METHODS (COMMON TO ME & A,,,9,,,ABSENT,,,0,,,
347,,,20P35A0375,,,R1941032,,,FINITE ELEMENT METHODS (COMMON TO ME & A,,,9,,,F,,,0,,,
348,,,20P35A0377,,,R1941032,,,FINITE ELEMENT METHODS (COMMON TO ME & A,,,9,,,D,,,3,,,
349,,,20P35A0396,,,R1941032,,,FINITE ELEMENT METHODS (COMMON TO ME & A,,,11,,,ABSENT,,,0,,,
350,,,20P35A03B7,,,R1941032,,,FINITE ELEMENT METHODS (COMMON TO ME & A,,,11,,,D,,,3,,,
351,,,20P35A03C0,,,R1941032,,,FINITE ELEMENT METHODS (COMMON TO ME & A,,,12,,,F,,,0,,,
Sno,,,Htno,,,Subcode,,,Subname,,,Internals,,,Grade,,,Cr,,,
352,,,20P35A03C0,,,R194103C,,,PRODUCTION PLANNING & CONTROL,,,15,,,ABSENT,,,0,,,
353,,,20P35A03D5,,,R1941032,,,FINITE ELEMENT METHODS (COMMON TO ME & A,,,16,,,D,,,3,,,
354,,,20P35A03D8,,,R1941032,,,FINITE ELEMENT METHODS (COMMON TO ME & A,,,13,,,D,,,3,,,
355,,,20P35A0404,,,R1941041,,,MICROWAVE AND OPTICAL COMMUNICATION ENGI,,,15,,,F,,,0,,,
356,,,20P35A0429,,,R1941042,,,DATA COMMUNICATIONS & COMPUTER NETWORKS,,,21,,,ABSENT,,,0,,,
357,,,20P35A0429,,,R194104C,,,SMARTSENSORS,,,23,,,ABSENT,,,0,,,
358,,,20P35A0510,,,R1941053,,,MACHINE LEARNING(COMMON TO CSE & IT),,,9,,,F,,,0,,,
359,,,216K1A4218,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,28,,,F,,,0,,,
360,,,216K1A4218,,,R204105M,,,API AND MICROSERVICES(JOB ORIENTED COURS,,,20,,,ABSENT,,,0,,,
361,,,216K1A4218,,,R204105U,,,SECURE CODING TECHNIQUES(JOB ORIENTED CO,,,21,,,ABSENT,,,0,,,
362,,,216K1A4218,,,R204105Y,,,CRYPTOGRAPHY & NETWORK SECURITY,,,23,,,ABSENT,,,0,,,
363,,,216K1A4218,,,R204142J,,,OBJECT ORIENTED ANALYSIS AND DESIGN,,,20,,,F,,,0,,,
364,,,216K1A4218,,,R204142M,,,MEAN STACK TECHNOLOGIES-MODULE II-ANGULA,,,0,,,A,,,2,,,
365,,,216K1A4218,,,R204142N,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A,,,3,,,
366,,,216K1A4218,,,R204142O,,,CLOUD COMPUTING,,,18,,,F,,,0,,,
367,,,21FF1A0510,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,26,,,C,,,3,,,
368,,,21FF1A0510,,,R204104U,,,BASIC ELECTRONICS,,,24,,,D,,,3,,,
369,,,21FF1A0510,,,R2041053,,,MEAN STACK TECHNOLOGIES-MODULE II-ANGULA,,,0,,,A,,,2,,,
370,,,21FF1A0510,,,R2041055,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A,,,3,,,
371,,,21FF1A0510,,,R204105A,,,CLOUD COMPUTING,,,26,,,D,,,3,,,
372,,,21FF1A0510,,,R204105F,,,SOCIAL NETWORKS & SEMANTIC WEB,,,27,,,B,,,3,,,
373,,,21FF1A0510,,,R204105I,,,BLOCK CHAIN TECHNOLOGIES,,,27,,,D,,,3,,,
374,,,21FF1A0510,,,R204105M,,,API AND MICROSERVICES(JOB ORIENTED COURS,,,23,,,D,,,3,,,
375,,,21MH1A0101,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,29,,,B,,,3,,,
376,,,21MH1A0101,,,R2041013,,,SKILL ADVANCED COURSE/SOFT SKILL COURSE,,,0,,,A,,,2,,,
377,,,21MH1A0101,,,R2041014,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,D,,,3,,,
378,,,21MH1A0101,,,R204101D,,,URBAN TRANSPORTATION PLANNING,,,18,,,D,,,3,,,
379,,,21MH1A0101,,,R204101E,,,GROUND IMPROVEMENT TECHNIQUES,,,17,,,E,,,3,,,
380,,,21MH1A0101,,,R204101J,,,EARTH & ROCK FILL DAMS,,,18,,,C,,,3,,,
381,,,21MH1A0101,,,R204103P,,,ADDITIVE MANUFACTURING,,,16,,,D,,,3,,,
382,,,21MH1A0101,,,R204103W,,,SAFETY ENGINEERING,,,20,,,E,,,3,,,
383,,,21MH1A0102,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,30,,,A,,,3,,,
384,,,21MH1A0102,,,R2041013,,,SKILL ADVANCED COURSE/SOFT SKILL COURSE,,,0,,,A+,,,2,,,
385,,,21MH1A0102,,,R2041014,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,B,,,3,,,
386,,,21MH1A0102,,,R204101D,,,URBAN TRANSPORTATION PLANNING,,,17,,,E,,,3,,,
387,,,21MH1A0102,,,R204101E,,,GROUND IMPROVEMENT TECHNIQUES,,,21,,,C,,,3,,,
388,,,21MH1A0102,,,R204101J,,,EARTH & ROCK FILL DAMS,,,20,,,D,,,3,,,
389,,,21MH1A0102,,,R204103P,,,ADDITIVE MANUFACTURING,,,22,,,C,,,3,,,
390,,,21MH1A0102,,,R204103W,,,SAFETY ENGINEERING,,,23,,,E,,,3,,,
391,,,21MH1A0103,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,23,,,A,,,3,,,
392,,,21MH1A0103,,,R2041013,,,SKILL ADVANCED COURSE/SOFT SKILL COURSE,,,0,,,A+,,,2,,,
393,,,21MH1A0103,,,R2041014,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A,,,3,,,
394,,,21MH1A0103,,,R204101D,,,URBAN TRANSPORTATION PLANNING,,,17,,,E,,,3,,,
395,,,21MH1A0103,,,R204101E,,,GROUND IMPROVEMENT TECHNIQUES,,,19,,,D,,,3,,,
396,,,21MH1A0103,,,R204101J,,,EARTH & ROCK FILL DAMS,,,16,,,D,,,3,,,
397,,,21MH1A0103,,,R204103P,,,ADDITIVE MANUFACTURING,,,23,,,D,,,3,,,
398,,,21MH1A0103,,,R204103W,,,SAFETY ENGINEERING,,,21,,,F,,,0,,,
399,,,21MH1A0104,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,29,,,D,,,3,,,
400,,,21MH1A0104,,,R2041013,,,SKILL ADVANCED COURSE/SOFT SKILL COURSE,,,0,,,A+,,,2,,,
401,,,21MH1A0104,,,R2041014,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,B,,,3,,,
402,,,21MH1A0104,,,R204101D,,,URBAN TRANSPORTATION PLANNING,,,14,,,E,,,3,,,
Sno,,,Htno,,,Subcode,,,Subname,,,Internals,,,Grade,,,Cr,,,
403,,,21MH1A0104,,,R204101E,,,GROUND IMPROVEMENT TECHNIQUES,,,19,,,D,,,3,,,
404,,,21MH1A0104,,,R204101J,,,EARTH & ROCK FILL DAMS,,,16,,,D,,,3,,,
405,,,21MH1A0104,,,R204103P,,,ADDITIVE MANUFACTURING,,,18,,,D,,,3,,,
406,,,21MH1A0104,,,R204103W,,,SAFETY ENGINEERING,,,20,,,E,,,3,,,
407,,,21MH1A0105,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,30,,,B,,,3,,,
408,,,21MH1A0105,,,R2041013,,,SKILL ADVANCED COURSE/SOFT SKILL COURSE,,,0,,,A+,,,2,,,
409,,,21MH1A0105,,,R2041014,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A,,,3,,,
410,,,21MH1A0105,,,R204101D,,,URBAN TRANSPORTATION PLANNING,,,18,,,E,,,3,,,
411,,,21MH1A0105,,,R204101E,,,GROUND IMPROVEMENT TECHNIQUES,,,20,,,C,,,3,,,
412,,,21MH1A0105,,,R204101J,,,EARTH & ROCK FILL DAMS,,,22,,,B,,,3,,,
413,,,21MH1A0105,,,R204103P,,,ADDITIVE MANUFACTURING,,,21,,,C,,,3,,,
414,,,21MH1A0105,,,R204103W,,,SAFETY ENGINEERING,,,22,,,D,,,3,,,
415,,,21MH1A0106,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,29,,,C,,,3,,,
416,,,21MH1A0106,,,R2041013,,,SKILL ADVANCED COURSE/SOFT SKILL COURSE,,,0,,,A+,,,2,,,
417,,,21MH1A0106,,,R2041014,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A,,,3,,,
418,,,21MH1A0106,,,R204101D,,,URBAN TRANSPORTATION PLANNING,,,18,,,E,,,3,,,
419,,,21MH1A0106,,,R204101E,,,GROUND IMPROVEMENT TECHNIQUES,,,22,,,D,,,3,,,
420,,,21MH1A0106,,,R204101J,,,EARTH & ROCK FILL DAMS,,,14,,,D,,,3,,,
421,,,21MH1A0106,,,R204103P,,,ADDITIVE MANUFACTURING,,,19,,,D,,,3,,,
422,,,21MH1A0106,,,R204103W,,,SAFETY ENGINEERING,,,22,,,E,,,3,,,
423,,,21MH1A0108,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,30,,,A,,,3,,,
424,,,21MH1A0108,,,R2041013,,,SKILL ADVANCED COURSE/SOFT SKILL COURSE,,,0,,,A+,,,2,,,
425,,,21MH1A0108,,,R2041014,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A+,,,3,,,
426,,,21MH1A0108,,,R204101D,,,URBAN TRANSPORTATION PLANNING,,,23,,,D,,,3,,,
427,,,21MH1A0108,,,R204101E,,,GROUND IMPROVEMENT TECHNIQUES,,,24,,,C,,,3,,,
428,,,21MH1A0108,,,R204101J,,,EARTH & ROCK FILL DAMS,,,24,,,C,,,3,,,
429,,,21MH1A0108,,,R204103P,,,ADDITIVE MANUFACTURING,,,24,,,C,,,3,,,
430,,,21MH1A0108,,,R204103W,,,SAFETY ENGINEERING,,,26,,,D,,,3,,,
431,,,21MH1A0109,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,26,,,D,,,3,,,
432,,,21MH1A0109,,,R2041013,,,SKILL ADVANCED COURSE/SOFT SKILL COURSE,,,0,,,A+,,,2,,,
433,,,21MH1A0109,,,R2041014,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,D,,,3,,,
434,,,21MH1A0109,,,R204101D,,,URBAN TRANSPORTATION PLANNING,,,15,,,E,,,3,,,
435,,,21MH1A0109,,,R204101E,,,GROUND IMPROVEMENT TECHNIQUES,,,17,,,E,,,3,,,
436,,,21MH1A0109,,,R204101J,,,EARTH & ROCK FILL DAMS,,,14,,,E,,,3,,,
437,,,21MH1A0109,,,R204103P,,,ADDITIVE MANUFACTURING,,,19,,,E,,,3,,,
438,,,21MH1A0109,,,R204103W,,,SAFETY ENGINEERING,,,21,,,F,,,0,,,
439,,,21MH1A0110,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,29,,,C,,,3,,,
440,,,21MH1A0110,,,R2041013,,,SKILL ADVANCED COURSE/SOFT SKILL COURSE,,,0,,,A+,,,2,,,
441,,,21MH1A0110,,,R2041014,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,B,,,3,,,
442,,,21MH1A0110,,,R204101D,,,URBAN TRANSPORTATION PLANNING,,,15,,,D,,,3,,,
443,,,21MH1A0110,,,R204101E,,,GROUND IMPROVEMENT TECHNIQUES,,,19,,,D,,,3,,,
444,,,21MH1A0110,,,R204101J,,,EARTH & ROCK FILL DAMS,,,22,,,B,,,3,,,
445,,,21MH1A0110,,,R204103P,,,ADDITIVE MANUFACTURING,,,19,,,C,,,3,,,
446,,,21MH1A0110,,,R204103W,,,SAFETY ENGINEERING,,,22,,,E,,,3,,,
447,,,21MH1A0112,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,30,,,B,,,3,,,
448,,,21MH1A0112,,,R2041013,,,SKILL ADVANCED COURSE/SOFT SKILL COURSE,,,0,,,A+,,,2,,,
449,,,21MH1A0112,,,R2041014,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A+,,,3,,,
450,,,21MH1A0112,,,R204101D,,,URBAN TRANSPORTATION PLANNING,,,22,,,C,,,3,,,
451,,,21MH1A0112,,,R204101E,,,GROUND IMPROVEMENT TECHNIQUES,,,24,,,D,,,3,,,
452,,,21MH1A0112,,,R204101J,,,EARTH & ROCK FILL DAMS,,,23,,,B,,,3,,,
453,,,21MH1A0112,,,R204103P,,,ADDITIVE MANUFACTURING,,,23,,,C,,,3,,,
Sno,,,Htno,,,Subcode,,,Subname,,,Internals,,,Grade,,,Cr,,,
454,,,21MH1A0112,,,R204103W,,,SAFETY ENGINEERING,,,23,,,D,,,3,,,
455,,,21MH1A0113,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,29,,,A,,,3,,,
456,,,21MH1A0113,,,R2041013,,,SKILL ADVANCED COURSE/SOFT SKILL COURSE,,,0,,,A+,,,2,,,
457,,,21MH1A0113,,,R2041014,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A+,,,3,,,
458,,,21MH1A0113,,,R204101D,,,URBAN TRANSPORTATION PLANNING,,,23,,,C,,,3,,,
459,,,21MH1A0113,,,R204101E,,,GROUND IMPROVEMENT TECHNIQUES,,,24,,,A,,,3,,,
460,,,21MH1A0113,,,R204101J,,,EARTH & ROCK FILL DAMS,,,24,,,B,,,3,,,
461,,,21MH1A0113,,,R204103P,,,ADDITIVE MANUFACTURING,,,27,,,C,,,3,,,
462,,,21MH1A0113,,,R204103W,,,SAFETY ENGINEERING,,,26,,,D,,,3,,,
463,,,21MH1A0201,,,R2041011,,,UNIVERSAL HUMAN VALUES 2: UNDERSTANDING,,,27,,,A,,,3,,,
464,,,21MH1A0201,,,R204102C,,,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,,,22,,,A,,,3,,,
465,,,21MH1A0201,,,R204102F,,,HYBRID ELECTRIC VEHICLES,,,24,,,B,,,3,,,
466,,,21MH1A0201,,,R204102I,,,POWER SYSTEM OPERATION AND CONTROL,,,21,,,C,,,3,,,
467,,,21MH1A0201,,,R204102Q,,,SKILL ADVANCED COURSE MACHINE LEARNING W,,,0,,,A+,,,2,,,
468,,,21MH1A0201,,,R204102R,,,INDUSTRIAL/RESEARCH INTERNSHIP 2 MONTHS,,,0,,,A+,,,3,,,
469,,,21MH1A0201,,,R204104M,,,INDUSTRIAL ELECTRONICS,,,22,,,D,,,3,,,
